@RELATION Gabor_all_LDA
@ATTRIBUTE a0 NUMERIC
@ATTRIBUTE a1 NUMERIC
@ATTRIBUTE a2 NUMERIC
@ATTRIBUTE a3 NUMERIC
@ATTRIBUTE a4 NUMERIC
@ATTRIBUTE a5 NUMERIC
@ATTRIBUTE a6 NUMERIC
@ATTRIBUTE a7 NUMERIC
@ATTRIBUTE a8 NUMERIC
@ATTRIBUTE a9 NUMERIC
@ATTRIBUTE a10 NUMERIC
@ATTRIBUTE a11 NUMERIC
@ATTRIBUTE a12 NUMERIC
@ATTRIBUTE a13 NUMERIC
@ATTRIBUTE a14 NUMERIC
@ATTRIBUTE a15 NUMERIC
@ATTRIBUTE a16 NUMERIC
@ATTRIBUTE a17 NUMERIC
@ATTRIBUTE class {26,121,62,125,17,58,0,118,59,87,37,109,113,94,90,64,25,60,14,61,110,111,89,63,88,85,1,92,108,84,112,117,65,19,119,16,93,91,107,13,126,114,18,81,102,66,123,95,124,354,342,352,344,334,345,339,347,349,343,355,332,333,341,340,330,350,351,353,337,335,338,294,346,336,383,387,386,384,348,274,382,380,285,329,379,301,364,385,357,239,356,293,198,154,173,152,184,153,205,129,128,168,133,132,179,150,166,7,187,175,169,208,178,161,135,185,130,158,5,162,193,203,151,131,206,197,10,155,199,177,170,159,190,12,160,140,174,139,8,3,180,127,186,172,188,9,194,134,204,181,192,157,195,163,11,165,164,207,202,171,496,415,498,446,454,390,393,453,414,389,491,527,444,449,542,488,486,442,455,403,482,447,484,388,443,497,405,514,391,392,480,448,456,492,458,452,420,490,451,481,487,513,493,445,408,495,483,409,489,450,544,439,394,240,494,231,296,247,213,254,289,282,214,246,248,325,272,212,328,320,288,297,292,209,230,299,215,276,241,232,278,211,300,217,283,256,287,259,277,281,237,286,233,295,234,250,273,216,291,280,210,275,235,242,324,279,298,243,321,315,545,548,634,555,635,562,567,670,588,577,552,549,551,582,553,559,550,563,546,671,584,586,599,547,585,587,561,583,598,658,560}
@DATA
4.18840260743,-3.28844341294,-3.23814203445,-1.41028145648,-0.211136920689,1.81683766033,-1.82665454703,1.07276385366,0.475199175552,-0.34731537124,1.62721835709,1.41130849021,0.248743952021,-0.714426751148,-2.51591337963,2.36667150922,-0.142847804465,-0.537011703483,26
-1.4181646967,-1.18852290675,-0.548549403987,-4.52758362189,4.00619538388,-2.07762877758,0.409988814605,-0.716277735315,-0.373508588576,-1.83452305056,0.663975048087,-1.34229519609,-1.64111449144,-0.25883499501,-1.12040815775,0.416846800979,-0.232850401771,0.897853193447,121
2.25820216365,-3.67200610575,3.77197009783,-0.854377441307,1.30128580609,0.773528957516,4.83153166646,-0.0204917065995,0.823419713138,0.0623126376619,-1.8388874703,1.44675136676,-0.281141787245,0.128011440427,0.725576300358,-0.824784001179,0.479539820309,0.179496332934,62
2.8559723283,-0.531490607022,-2.05614992259,1.07105665234,0.690700254043,0.392055724876,2.93201575884,0.7246876671,0.364401109322,2.17479102626,-0.479224241325,-0.0169056905777,-0.727831454897,-1.14668506606,-1.03490362334,-0.114561417502,1.32209878697,-0.351084732816,125
6.35323228088,-6.9081638462,-6.63652941292,-3.56152995719,-6.63752867412,-3.17457804184,-1.75930190067,2.72254644007,1.11237138682,2.30519495999,3.1799090926,-0.67990290944,2.20267687544,3.97001518326,2.63986835915,2.43880247917,-2.59168567017,1.54229613217,17
-4.69855290531,0.5324784731,-2.81266176051,1.24282292731,1.76706842065,0.279640786282,0.801628248821,-1.93862936017,-0.616395906385,-0.177727964503,1.63797955833,-1.68043253425,3.34529261777,-0.187978342671,1.17103486272,0.858749000132,0.825821426457,-2.56112503706,58
-10.6797911303,3.80978658711,-2.28476490955,2.47799307643,-1.37417908915,4.91215957892,-0.410581504113,2.70893503132,-1.31505631275,-0.271449626486,-0.549333283221,1.20409745059,-0.249249618848,-1.23498302378,0.526236672015,-3.18883421129,0.595241594609,1.02301270307,0
10.3714756376,5.11265111798,6.76558143551,4.90687658327,-4.89237756745,-0.073413195256,0.269787706141,-0.253750178643,-0.582113519466,-1.61332105861,0.285350779128,-2.10667617679,1.51963319879,0.766879057121,0.513220521951,-0.834718697071,-2.54127228582,-1.62257196777,118
3.63800426256,-4.19214232967,-2.38136252724,-0.388966702993,-2.10577223021,1.02971528738,-3.24340431466,1.41058795959,1.60548869323,-0.908674218384,1.4909591079,0.927009286163,-1.2846473015,-0.437523841325,-1.97252706616,0.552939789833,-0.325816561465,-0.782482579399,26
-9.15803776607,2.8583002194,-3.09499358803,2.38305275509,-1.68740820874,4.78146731814,-0.637846603352,0.202958453395,-2.05705853455,-1.43601541919,-1.26448063748,1.75334562663,0.784771933116,-1.05028846807,-1.53897833545,-3.19352021796,1.26263980846,1.53764431525,0
1.72806784348,-5.48983931205,-2.64429802156,-2.30956888931,-4.3924773491,-2.03210499269,-3.88173878883,0.73172886215,0.011112161687,0.568769001953,3.34681455221,0.299909943507,-2.66451325154,-0.233255216372,1.37576173893,0.368384953737,-2.05849169063,-0.222410886134,59
-9.14849180765,3.12511852806,-4.67329198832,1.85102867674,-0.972420221567,2.35350339371,1.46021370832,-1.63491494144,-0.194585937433,0.881031171538,-1.91869713214,2.15241767788,-1.31648431103,2.03780568401,0.0457721815786,-1.60466404266,-1.16948570061,1.78808239926,0
-10.1445842201,2.92184535473,-2.23702923773,3.0327868395,-1.81822870276,5.38675529823,0.367846439399,2.63192818324,-0.98085184339,-0.930977536277,1.05513162899,1.2697548621,-0.0556344397143,-1.05071682842,-1.43188668688,-2.39556263208,1.78936202397,0.902646194757,0
8.22575171779,-2.71075004776,3.76519467507,2.76095997258,-8.76057533779,-3.91012232421,-2.24681391463,3.1492696238,1.62229582114,0.833321196275,1.34745973206,-1.63774944398,1.09179230928,2.09902716848,1.8576212497,-0.0885568843973,1.75074908689,-0.998742051864,87
