84.2440053863,29.4327065259,1.71310877733,2.09031918295,84.2440053863,29.4327065259,1.78238679393,2.16967596746,84.2440053863,29.4327065259,0.514955553689,1.03358754063,84.2440053863,29.4327065259,0.523044867234,1.04743710294,84.2440053863,29.4327065259,0.545329813761,1.10436901933,84.2440053863,29.4327065259,0.55265354229,1.11338913821,84.2440053863,29.4327065259,0.490935286577,0.980367730673,84.2440053863,29.4327065259,0.499721945008,0.99857803637,133453,12044,767125,127780,17693,759878,132603,13008,765136,127189,18418,759287,121719,23595,755006,127780,17693,759878,119813,25748,750799,127189,18418,759287,110420,34683,743352,110557,34683,740726,107215,38276,736675,109321,36226,739490,99548,45334,732135,94020,50939,722313,94841,50561,722796,91983,53482,720276,89099,55563,721340,78720,65932,705167,82733,62546,709217,75174,70190,701624,000
91.4946422568,19.8690085677,1.54099797472,1.68082459524,91.4946422568,19.8690085677,1.67368988795,1.97419921655,91.4946422568,19.8690085677,0.398101937783,0.933324735881,91.4946422568,19.8690085677,0.41115354354,0.970958348554,91.4946422568,19.8690085677,0.418693855164,0.982376333899,91.4946422568,19.8690085677,0.435391976252,1.03033868413,91.4946422568,19.8690085677,0.386239764021,0.907175094771,91.4946422568,19.8690085677,0.393569294986,0.930525020557,59771,14194,783442,58641,15293,781333,66310,7751,789732,56372,17689,779064,46701,27085,769695,58641,15293,781333,59467,14547,781923,56372,17689,779064,35085,38528,757396,44813,28895,765865,53069,20892,774566,40430,33582,761482,25678,47785,747283,32826,40657,752240,47269,26635,767808,27010,46947,746425,19756,53577,740635,23960,49320,741713,42314,31532,761898,18481,55417,736239,001
84.6803140757,29.2018841042,1.6077547377,1.8937672499,84.6803140757,29.2018841042,1.82730504654,2.25474138403,84.6803140757,29.2018841042,0.490914459411,0.99093603033,84.6803140757,29.2018841042,0.515067648283,1.05084549046,84.6803140757,29.2018841042,0.512454203317,1.04444917509,84.6803140757,29.2018841042,0.547467151942,1.12575050596,84.6803140757,29.2018841042,0.472572900493,0.951198074953,84.6803140757,29.2018841042,0.488281280099,0.996225019805,225813,19664,1339068,217260,28170,1328858,223329,22299,1335667,213250,32376,1324848,206774,38448,1319354,217260,28170,1328858,201356,44182,1312089,213250,32376,1324848,188490,56437,1300439,189865,55220,1299186,179795,65602,1288977,181845,63680,1291166,170794,73808,1282143,163576,81076,1270717,158622,86607,1266282,151572,93797,1258716,153730,90535,1264494,139282,104883,1244302,138087,106955,1244247,122398,122787,1227424,000
91.3698145052,19.1165723042,2.18458152944,3.06731686671,91.3698145052,19.1165723042,1.46360957766,1.6222738559,91.3698145052,19.1165723042,0.549162110593,1.25274270542,91.3698145052,19.1165723042,0.494443847661,1.06791577254,91.3698145052,19.1165723042,0.600839188484,1.37888353036,91.3698145052,19.1165723042,0.506501500634,1.10402390431,91.3698145052,19.1165723042,0.507765662076,1.14718761834,91.3698145052,19.1165723042,0.484037731217,1.04442089879,140666,33749,1813804,123750,50642,1795249,149603,24893,1822209,143915,30580,1815414,108461,65833,1780511,123750,50642,1795249,125941,48509,1796930,143915,30580,1815414,78515,95658,1749479,77096,97129,1745893,103634,70768,1773010,115860,58585,1784657,53685,120382,1723549,43976,130080,1710079,84117,90225,1751893,91352,83039,1757455,39657,134316,1708408,32228,141662,1695638,70267,104000,1736457,73778,100546,1737188,003
83.8361549739,29.5722900883,1.69076726111,2.01491119101,83.8361549739,29.5722900883,1.85917930303,2.27085637723,83.8361549739,29.5722900883,0.530055281511,1.03776182255,83.8361549739,29.5722900883,0.546303487141,1.07106482843,83.8361549739,29.5722900883,0.553427598972,1.09534902375,83.8361549739,29.5722900883,0.579420687331,1.14605049862,83.8361549739,29.5722900883,0.510831246593,0.993975275477,83.8361549739,29.5722900883,0.519258272551,1.0164304232,190440,16797,1059407,182274,24911,1049626,187890,19449,1055852,179867,27467,1047219,174187,32869,1042573,182274,24911,1049626,168719,38511,1035122,179867,27467,1047219,158546,48312,1026369,158020,48875,1023235,149867,57219,1014759,153183,54034,1018398,143417,63221,1010699,134685,71868,997831,131356,75546,994785,127343,79721,990489,128815,77574,995586,113212,92937,974361,113513,93183,975503,102425,104446,963574,000
91.8532766626,18.4906075721,2.04863467721,2.88878518522,91.8532766626,18.4906075721,1.51118383541,1.77571791842,91.8532766626,18.4906075721,0.510802260349,1.19750158539,91.8532766626,18.4906075721,0.467764694789,1.05135379158,91.8532766626,18.4906075721,0.554931665192,1.31215301141,91.8532766626,18.4906075721,0.48429462229,1.1011390579,91.8532766626,18.4906075721,0.475639427682,1.1029029075,91.8532766626,18.4906075721,0.456236713659,1.02105183886,118547,29070,1637593,105411,42171,1622854,126253,21459,1644670,118872,28840,1636315,90740,56712,1608847,105411,42171,1622854,105922,41711,1622785,118872,28840,1636315,65166,82110,1582348,66358,80980,1581311,86916,60615,1602251,92413,55219,1607366,44693,102441,1560917,39077,107983,1551582,70835,76563,1584676,70122,77404,1582627,34083,112926,1549332,28947,117838,1539007,59944,87319,1572292,55259,92129,1565319,003
85.9890450379,26.6170156846,1.91619491135,2.36318970002,85.9890450379,26.6170156846,1.75077909946,2.05497189886,85.9890450379,26.6170156846,0.575221562015,1.14200918582,85.9890450379,26.6170156846,0.558702395316,1.09409635613,85.9890450379,26.6170156846,0.606300714462,1.21003520687,85.9890450379,26.6170156846,0.580131359426,1.14205837679,85.9890450379,26.6170156846,0.549992748862,1.09082201865,85.9890450379,26.6170156846,0.537090657597,1.05090730045,126140,19549,876049,121392,24277,869816,133216,12637,882136,123859,21983,872283,107588,37896,857026,121392,24277,869816,121182,24631,868639,123859,21983,872283,90184,55084,839176,98524,46900,845017,109467,36286,855484,103463,42323,849956,74018,71047,822556,77418,67730,822030,98076,47606,842670,84474,61222,829086,59841,85029,807913,60939,83935,803681,87125,58480,830304,67874,77716,810616,005
85.8059221552,28.2571313244,1.60820762544,1.93812172686,85.8059221552,28.2571313244,1.7789763255,2.22550021606,85.8059221552,28.2571313244,0.473346133388,0.993907880936,85.8059221552,28.2571313244,0.496240452257,1.04699622047,85.8059221552,28.2571313244,0.49405403082,1.04844816321,85.8059221552,28.2571313244,0.527157408236,1.12083865809,85.8059221552,28.2571313244,0.456813029819,0.95423578705,85.8059221552,28.2571313244,0.472846039399,0.996262770887,197558,17873,1285893,189971,25442,1276674,195761,19849,1283176,187244,28364,1273947,180245,34954,1267904,189971,25442,1276674,176194,39381,1261998,187244,28364,1273947,163576,51363,1250587,165266,49880,1249685,156953,58578,1241160,159739,55830,1244158,147544,67113,1233929,141506,73336,1223685,138008,77475,1220626,133101,82420,1215280,132098,82259,1217877,119735,94777,1199706,119643,95787,1200679,107395,108074,1187366,000
91.1275627678,21.2892215723,1.62339659008,2.07226297757,91.1275627678,21.2892215723,1.55691133478,1.85958945062,91.1275627678,21.2892215723,0.427501926212,1.04985932628,91.1275627678,21.2892215723,0.398285872267,0.96652030523,91.1275627678,21.2892215723,0.447878783673,1.10409039455,91.1275627678,21.2892215723,0.410151954037,1.0025604608,91.1275627678,21.2892215723,0.411032742391,1.01033697246,91.1275627678,21.2892215723,0.38790136497,0.936012836197,141408,22808,1666429,134423,29767,1657914,145902,18488,1670379,135593,28795,1659084,119705,44283,1643769,134423,29767,1657914,128081,36270,1651042,135593,28795,1659084,99150,64597,1622271,106317,57606,1627338,110801,53501,1632256,108532,55813,1629553,79918,83600,1602084,80679,82954,1599256,94135,70113,1614091,83017,81274,1601594,63021,100275,1584225,62450,100900,1578580,79032,85153,1597497,61576,102656,1577706,007
86.7175208991,27.6094080989,1.55527070123,1.84924811607,86.7175208991,27.6094080989,1.70788340484,2.11119613508,86.7175208991,27.6094080989,0.434967629654,0.954393288353,86.7175208991,27.6094080989,0.448671876796,0.992814027558,86.7175208991,27.6094080989,0.454215027587,1.00471117054,86.7175208991,27.6094080989,0.47764940054,1.06339867974,86.7175208991,27.6094080989,0.420243403231,0.917884983803,86.7175208991,27.6094080989,0.427932803152,0.945186524864,149430,13604,1052591,143786,19212,1045338,148476,14704,1050588,141654,21523,1043206,136225,26594,1038861,143786,19212,1045338,133985,29135,1034512,141654,21523,1043206,123578,39002,1025714,125104,37619,1024549,119721,43323,1018682,120799,42312,1020244,111469,50861,1013117,107290,55118,1004674,105760,57197,1003172,100718,62310,998102,99827,62242,1001000,91035,71036,986389,92325,70519,988227,81491,81442,976845,000
