24.914893617021278,8.914893617021276,12.914893617021276,13.914893617021276,20.914893617021278,12.914893617021276,19.914893617021278,46.91489361702128,14.914893617021276,7.914893617021277,13.914893617021276,4.914893617021277,30.914893617021278,4.914893617021277,16.914893617021278,3.9148936170212765,12.914893617021276,11.914893617021276,10.914893617021276,6.914893617021277,3.9148936170212765,11.914893617021276,13.914893617021276,31.914893617021278,17.914893617021278,7.914893617021277,29.914893617021278,17.914893617021278,10.914893617021276,24.914893617021278,34.91489361702128,21.914893617021278,22.914893617021278,36.91489361702128,21.914893617021278,6.914893617021277,18.914893617021278,12.914893617021276,4.914893617021277,28.914893617021278,4.914893617021277,17.914893617021278,42.91489361702128,25.914893617021278,d-32
26.906976744186046,7.906976744186046,12.906976744186046,14.906976744186046,18.906976744186046,3.9069767441860463,18.906976744186046,42.906976744186046,10.906976744186046,20.906976744186046,10.906976744186046,15.906976744186046,28.906976744186046,15.906976744186046,12.906976744186046,12.906976744186046,23.906976744186046,10.906976744186046,10.906976744186046,12.906976744186046,10.906976744186046,17.906976744186046,16.906976744186046,27.906976744186046,12.906976744186046,4.906976744186046,32.906976744186046,17.906976744186046,10.906976744186046,19.906976744186046,25.906976744186046,14.906976744186046,20.906976744186046,34.906976744186046,19.906976744186046,15.906976744186046,18.906976744186046,23.906976744186046,8.906976744186046,27.906976744186046,3.9069767441860463,14.906976744186046,33.906976744186046,41.906976744186046,d-30
47.0,26.0,20.0,4.0,19.0,6.0,7.0,47.0,16.0,22.0,8.0,45.0,39.0,10.0,25.0,3.0,3.0,15.0,4.0,16.0,0.0,18.0,10.0,21.0,11.0,2.0,52.0,23.0,3.0,66.0,30.0,20.0,50.0,16.0,15.0,5.0,18.0,24.0,27.0,46.0,28.0,73.0,10.0,14.0,b-51
44.0,13.0,14.0,8.0,10.0,0.0,9.0,56.0,1.0,41.0,4.0,68.0,63.0,16.0,31.0,0.0,6.0,6.0,4.0,6.0,0.0,25.0,13.0,43.0,4.0,1.0,57.0,31.0,3.0,72.0,64.0,11.0,54.0,19.0,11.0,0.0,30.0,29.0,3.0,42.0,28.0,26.0,35.0,26.0,g-32
44.0,5.0,0.0,16.0,20.0,8.0,27.0,48.0,22.0,9.0,25.0,17.0,46.0,7.0,19.0,7.0,45.0,4.0,5.0,6.0,1.0,17.0,12.0,23.0,14.0,2.0,36.0,15.0,6.0,22.0,51.0,27.0,21.0,31.0,40.0,14.0,31.0,27.0,4.0,23.0,11.0,19.0,42.0,40.0,e-7
7.962264150943396,9.962264150943396,2.9622641509433962,32.9622641509434,16.962264150943398,24.962264150943398,8.962264150943396,25.962264150943398,6.962264150943396,12.962264150943396,16.962264150943398,19.962264150943398,29.962264150943398,3.9622641509433962,14.962264150943396,11.962264150943396,33.9622641509434,6.962264150943396,2.9622641509433962,1.9622641509433962,6.962264150943396,23.962264150943398,40.9622641509434,26.962264150943398,5.962264150943396,11.962264150943396,24.962264150943398,23.962264150943398,16.962264150943398,22.962264150943398,30.962264150943398,5.962264150943396,29.962264150943398,26.962264150943398,11.962264150943396,9.962264150943396,13.962264150943396,38.9622641509434,4.962264150943396,20.962264150943398,10.962264150943396,18.962264150943398,30.962264150943398,52.9622641509434,d-1
30.902439024390244,13.902439024390244,8.902439024390244,26.902439024390244,24.902439024390244,19.902439024390244,21.902439024390244,31.902439024390244,20.902439024390244,13.902439024390244,24.902439024390244,9.902439024390244,23.902439024390244,7.902439024390244,29.902439024390244,18.902439024390244,38.90243902439025,6.902439024390244,3.902439024390244,10.902439024390244,10.902439024390244,25.902439024390244,17.902439024390244,34.90243902439025,25.902439024390244,21.902439024390244,29.902439024390244,33.90243902439025,14.902439024390244,21.902439024390244,40.90243902439025,7.902439024390244,20.902439024390244,23.902439024390244,27.902439024390244,8.902439024390244,16.902439024390244,30.902439024390244,3.902439024390244,17.902439024390244,17.902439024390244,12.902439024390244,36.90243902439025,38.90243902439025,d-18
45.0,11.0,16.0,13.0,41.0,3.0,7.0,62.0,5.0,29.0,8.0,34.0,47.0,18.0,36.0,3.0,21.0,14.0,2.0,16.0,1.0,33.0,22.0,58.0,8.0,0.0,62.0,30.0,4.0,48.0,89.0,12.0,27.0,37.0,8.0,2.0,30.0,48.0,6.0,28.0,23.0,22.0,25.0,33.0,c-9
32.0,6.0,13.0,5.0,19.0,17.0,21.0,36.0,27.0,27.0,13.0,29.0,29.0,13.0,30.0,0.0,5.0,13.0,6.0,31.0,0.0,22.0,8.0,23.0,18.0,1.0,33.0,14.0,4.0,30.0,39.0,12.0,13.0,21.0,16.0,1.0,17.0,15.0,11.0,20.0,24.0,23.0,21.0,11.0,a-33
25.0,9.0,24.0,4.0,21.0,8.0,14.0,34.0,13.0,29.0,8.0,30.0,23.0,21.0,25.0,5.0,9.0,27.0,8.0,18.0,0.0,48.0,17.0,30.0,29.0,1.0,35.0,16.0,12.0,21.0,54.0,57.0,31.0,26.0,25.0,1.0,20.0,24.0,8.0,48.0,16.0,27.0,12.0,31.0,g-28
