-2.0309,-2.1768,-4.9191,-1.8602,1.0172,-2.6462,-0.2063,2.3226,-1.9421,0.3451,15.5006,-14.2913,13.0606,-9.358,0.7363,10_10
-3.0087,-2.9853,-5.0859,-1.7929,1.0898,-2.124,-0.2021,2.2939,-1.9892,0.1054,16.6608,-15.4655,14.3201,-10.5731,0.3633,10_11
-0.871,-1.0573,-4.9359,-1.8626,0.4602,-2.5693,-0.2849,2.5638,-1.879,0.3396,14.7749,-13.7943,12.7972,-9.2199,0.6465,10_110
-3.0153,-2.1395,-5.1952,-1.8352,0.9471,-2.1613,-0.0683,2.2979,-1.9781,0.2112,16.0637,-14.8464,13.921,-10.0673,0.5806,10_111
-3.4149,-3.0435,-5.3628,-1.6603,1.0249,-1.9427,-0.0758,2.3506,-2.0735,0.2772,16.1799,-14.8359,13.3847,-9.63,0.7556,10_112
-1.5243,-1.3549,-4.9285,-2.0832,1.0839,-2.3677,-0.1016,2.825,-2.4558,0.1762,15.2631,-14.3113,14.4807,-10.3821,0.4099,10_113
-2.1962,-1.6039,-4.8311,-1.9495,1.1187,-2.1386,-0.1371,2.6568,-2.432,0.1974,16.3358,-15.0883,14.9595,-11.4198,0.6745,10_114
-2.6053,-2.2177,-4.6951,-1.9004,1.1089,-2.1064,-0.1814,2.4857,-2.259,0.4205,17.1441,-16.2125,14.4853,-10.425,0.1072,10_115
-2.5123,-1.9113,-5.0652,-1.8193,0.9909,-2.1983,-0.1733,2.5367,-2.1739,0.1624,15.5802,-14.4188,13.1437,-9.1776,0.574,10_116
-0.7363,-1.3179,-4.3539,-2.1416,1.086,-2.4913,-0.158,3.3519,-2.7804,0.1412,14.5105,-13.8112,12.4631,-8.9464,0.8136,10_117
-2.8482,-2.355,-4.612,-1.8752,1.2907,-2.2029,-0.1926,2.4766,-2.0543,0.2974,15.3056,-14.0488,13.1703,-9.6023,0.6487,10_118
-2.714,-2.6297,-4.9406,-1.691,1.1614,-1.9377,-0.1414,2.5094,-2.2597,0.1896,16.1216,-14.9873,13.7356,-10.0527,0.7342,10_119
-2.6738,-2.4976,-5.0205,-1.743,0.9811,-2.1994,-0.133,2.5121,-2.221,0.2228,16.0606,-15.0759,14.4829,-10.5477,0.3019,10_12
-1.3788,-1.219,-4.9682,-2.0363,0.9666,-2.5409,0.0604,2.9994,-2.4877,0.0924,12.7546,-11.8377,11.4468,-7.1254,0.789,10_120
-1.0618,-1.2098,-5.2778,-1.9989,0.7113,-2.3806,-0.1895,2.6661,-2.1884,0.244,14.7923,-13.8421,13.6552,-9.7819,0.54,10_121
-2.8635,-2.3267,-5.4131,-1.828,1.0457,-1.9141,-0.1772,2.3014,-2.0001,0.0405,14.9024,-13.5074,13.0896,-9.1703,0.9089,10_122
-3.7411,-3.5618,-5.3551,-1.6933,1.0343,-1.8434,-0.0125,1.7684,-1.7475,0.0959,17.229,-15.8277,14.1302,-10.2556,0.3712,10_13
-3.2433,-2.1701,-5.2118,-1.8279,0.5202,-2.1466,-0.0984,2.1279,-1.7576,0.1921,15.5419,-14.3045,13.9998,-9.7113,0.4875,10_14
