13.4839,11.453,9.2762,4.3571,2.4969,3.5141,0.8679,0.6616,2.9842,1.0421,1.3872,16.8878,2.5965,15.6571,6.2991,7.0354,10_10
14.8093,11.8006,8.8153,3.7294,1.9365,3.0263,0.9023,0.7002,2.9941,1.0049,1.1103,17.7711,2.3056,16.6257,6.0526,6.4159,10_11
11.8056,10.9346,9.8773,4.9414,3.0788,3.539,0.9697,0.6848,3.2486,1.3696,1.7092,16.4841,2.6898,15.487,6.2671,6.9136,10_110
14.2254,11.2101,9.0706,3.8754,2.0402,2.9873,0.826,0.7577,3.0556,1.0775,1.2887,17.3524,2.506,16.427,6.3597,6.9403,10_111
15.1968,11.7819,8.7384,3.3756,1.7153,2.7402,0.7975,0.7217,3.0723,0.9988,1.276,17.4559,2.62,16.0047,6.3747,7.1303,10_112
12.1841,10.6598,9.3049,4.3764,2.2932,3.3771,1.0094,0.9078,3.7328,1.277,1.4532,16.7163,2.405,16.8857,6.5036,6.9135,10_113
12.6535,10.4573,8.8534,4.0223,2.0728,3.1915,1.0529,0.9158,3.5726,1.1406,1.338,17.6738,2.5855,17.545,6.1252,6.7997,10_114
13.393,10.7877,8.57,3.8749,1.9745,3.0834,0.977,0.7956,3.2813,1.0223,1.4428,18.5869,2.3744,16.8597,6.4347,6.5419,10_115
13.5524,11.0401,9.1288,4.0636,2.2443,3.2352,1.0369,0.8636,3.4003,1.2264,1.3888,16.969,2.5502,15.6939,6.5163,7.0903,10_116
11.2729,10.5366,9.2187,4.8648,2.7232,3.8092,1.3179,1.1599,4.5118,1.7314,1.8726,16.3831,2.5719,15.035,6.0886,6.9022,10_117
13.7007,10.8525,8.4975,3.8855,2.0103,3.301,1.0981,0.9055,3.3821,1.3278,1.6252,16.9308,2.882,16.0523,6.45,7.0987,10_118
13.8769,11.1629,8.5332,3.5926,1.9016,3.063,1.1253,0.9839,3.4933,1.2336,1.4232,17.5448,2.5575,16.2931,6.2404,6.9746,10_119
14.0696,11.3958,8.8982,3.8777,2.1347,3.1158,0.9164,0.7834,3.2955,1.0745,1.2973,17.3579,2.282,16.7649,6.2172,6.5191,10_12
12.2854,10.9066,9.6876,4.7194,2.6831,3.6497,1.1088,1.1692,4.1686,1.6809,1.7733,14.5279,2.6902,14.137,7.0116,7.8006,10_120
12.1963,11.1345,9.9247,4.6469,2.648,3.3593,0.9787,0.7892,3.4553,1.2669,1.5109,16.3032,2.4611,16.1163,6.3344,6.8744,10_121
14.3808,11.5173,9.1906,3.7775,1.9495,2.9952,1.0811,0.9039,3.2053,1.2052,1.2457,16.1481,2.6407,15.7303,6.56,7.4689,10_122
15.9695,12.2284,8.6666,3.3115,1.6182,2.6525,0.8091,0.7966,2.565,0.8175,0.9134,18.1424,2.3147,16.4449,6.1893,6.5605,10_13
14.745,11.5017,9.3316,4.1198,2.2919,2.8121,0.6655,0.5671,2.695,0.9374,1.1295,16.6714,2.3669,16.3667,6.6554,7.1429,10_14
15.1784,11.9679,8.9574,3.4875,1.89,2.7334,0.7111,0.6864,2.6503,0.7788,0.9758,18.1149,2.284,16.9052,6.1686,6.5103,10_15
14.8471,11.9954,9.0027,3.8631,2.1554,2.9387,0.9036,0.7958,3.0672,1.0238,1.2269,17.3754,2.3129,15.8294,6.1428,6.5199,10_16
13.4091,11.4406,8.7093,3.884,2.1237,3.1112,0.8455,0.7332,3.2136,1.0734,1.4169,18.8586,2.5332,16.3551,5.8656,6.4271,10_17
11.1493,11.6139,10.9124,5.1566,2.936,3.1683,0.8966,0.8966,3.6049,1.4959,1.5052,16.1154,2.4668,15.1863,6.3179,6.5781,10_18
12.5519,11.4718,10.3235,4.9173,3.0243,3.2801,0.7845,0.6708,3.3199,1.2847,1.4439,15.4454,2.5979,15.2521,6.5033,7.1286,10_19
13.7693,11.5531,8.9822,3.937,2.1019,3.1455,0.8531,0.7446,3.3683,1.0671,1.2664,16.868,2.3071,17.1699,6.1943,6.6721,10_20
12.6158,10.7995,8.9245,4.0299,2.1325,3.1232,0.9403,0.778,3.2939,1.2342,1.4161,18.6774,2.4151,17.3397,6.0001,6.2799,10_21
13.5459,11.1247,8.8733,4.1327,2.1088,3.1853,0.9135,0.8897,3.2736,1.1478,1.4093,17.7296,2.4076,16.2286,6.3604,6.6694,10_210
13.7936,11.413,9.0295,3.9966,2.0809,3.0248,0.8822,0.8766,3.246,1.1343,1.3528,18.1907,2.2854,16.1154,5.8871,6.6909,10_211
13.0374,10.6011,8.6916,3.8864,2.2003,3.1909,1.1212,1.0791,3.6377,1.3278,1.45,17.6319,2.272,17.3579,6.3606,6.1541,10_212
12.9583,10.8222,8.6274,3.9007,1.9308,3.0062,0.9434,0.9727,3.754,1.3442,1.3833,18.4231,2.3121,16.6634,6.2616,6.6966,10_213
13.5463,11.6286,9.5606,4.2035,2.2275,3.0253,0.8315,0.7057,3.2585,1.0371,1.2703,16.9029,2.4024,16.5041,6.1089,6.7869,10_214
13.4542,10.8958,8.4559,3.8201,2.1471,2.893,0.9272,0.7459,3.137,1.0247,1.2966,19.6654,2.5723,16.8421,5.4444,6.6783,10_215
14.8784,11.9361,8.7921,3.6622,1.9233,2.8067,0.9008,0.9773,3.5822,1.1234,1.3251,17.7547,2.3858,15.3758,6.0202,6.5558,10_216
14.6083,12.0264,8.9322,3.5358,1.8741,2.5853,0.7955,0.8022,2.9257,0.9606,1.1359,18.2217,2.2819,16.8532,6.2256,6.2357,10_217
14.682,12.3083,9.8949,4.2555,2.4653,3.0855,0.8126,0.669,2.7525,1.0478,1.1487,16.521,2.4226,15.1402,6.1893,6.6048,10_218
13.3724,11.4661,9.6016,4.6053,2.65,3.2646,0.8484,0.6564,2.9713,1.1417,1.4385,17.1258,2.3952,15.6489,6.5082,6.3056,10_219
15.1117,11.8444,8.7276,3.7448,1.8426,2.9274,0.9576,0.859,3.2076,0.9758,1.2457,17.4681,2.3019,15.8669,6.0649,6.8539,10_22
14.4999,11.4917,8.4693,3.7104,2.064,2.8753,0.9774,0.9205,3.3783,1.0818,1.4139,17.9066,2.6808,16.5449,5.8076,6.1776,10_220
16.023,12.3741,8.6758,3.3214,1.6684,2.6169,0.9578,0.8497,3.0062,1.0659,1.1154,17.265,2.3852,15.6059,6.3122,6.7571,10_221
12.8069,10.5052,8.9746,4.1916,2.2118,3.11,0.887,0.8496,3.3683,1.1864,1.3772,17.9004,2.384,17.732,6.0816,6.4334,10_23
12.8615,11.0756,9.4913,4.2776,2.2007,3.2809,1.0082,0.916,3.3299,1.2242,1.4719,17.4675,2.4254,16.3412,6.1787,6.4495,10_24
13.9042,11.7341,9.4124,4.2001,2.1472,2.9564,0.8921,0.8349,3.4224,1.1094,1.2152,17.3638,2.1444,15.837,6.0843,6.742,10_25
13.8256,11.8012,9.4622,3.8584,1.9314,2.7775,0.8993,0.7265,3.1009,0.9923,1.2271,18.0429,2.2637,16.5013,6.2018,6.3879,10_26
