18.0257,12.9354,6.8964,10.272,14.0561,14.2819,7.1598,16.3728,10_10
19.0309,12.5952,6.0419,9.2163,13.6874,14.3597,7.3583,17.7103,10_11
17.6078,13.2854,7.5251,10.6492,13.7908,14.1438,7.1373,15.8606,10_110
18.7024,12.3265,5.9716,9.0567,13.6002,14.8693,7.6707,17.8026,10_111
18.8148,12.2485,5.7479,9.0679,13.9491,15.106,7.584,17.4818,10_112
17.4825,12.1084,6.4282,9.8006,14.0861,14.9458,7.8655,17.2829,10_113
17.5485,11.7844,6.0891,9.438,14.5539,15.4959,7.6417,17.4485,10_114
17.4921,11.5306,5.6488,9.3655,14.3742,15.9287,8.1089,17.5511,10_115
18.2474,12.5192,6.2964,9.4783,13.8176,14.8551,7.5949,17.191,10_116
16.1981,12.4109,7.2009,10.9697,14.9541,15.1934,7.5796,15.4933,10_117
17.6533,12.1554,6.1656,9.994,14.7437,15.2182,7.5287,16.5411,10_118
18.0442,11.9467,5.7423,8.9845,13.8138,15.51,8.133,17.8256,10_119
18.4946,12.4429,6.1902,9.087,13.4239,14.7283,7.8641,17.769,10_12
17.3282,13.0852,7.3062,10.6576,14.015,14.2063,7.4974,15.9041,10_120
17.9302,12.8449,6.9194,9.7369,13.4508,14.4529,7.6435,17.0215,10_121
18.722,12.5736,6.1191,9.0578,13.3751,14.4768,7.8819,17.7938,10_122
19.3805,12.2139,5.4961,8.6053,13.3702,14.8,7.7195,18.4145,10_13
19.147,12.8916,6.2589,9.2187,13.037,13.9578,7.6609,17.8281,10_14
19.2611,12.3004,5.7234,8.8355,13.3613,14.6515,7.6048,18.262,10_15
18.5762,12.5744,6.2599,9.4323,13.5944,14.6752,7.5804,17.3072,10_16
17.4509,12.0718,6.3304,10.1137,14.8434,15.645,7.1996,16.3452,10_17
17.3974,13.6,8.0107,10.5566,13.5805,14.0431,7.1168,15.695,10_18
18.1688,13.6467,7.4165,10.3867,13.7002,13.6824,7.0597,15.939,10_19
18.2065,12.5119,6.2504,9.7925,14.3248,14.6688,7.1855,17.0596,10_20
17.8633,12.3008,6.5014,9.7554,14.198,15.2016,7.2228,16.9567,10_21
18.5206,12.5155,6.2472,9.1971,13.6496,14.768,7.534,17.568,10_210
18.5999,12.4381,6.1229,8.8655,13.1578,15.0835,7.8692,17.8629,10_211
18.2675,11.646,5.8019,8.3611,13.1167,15.6759,8.3968,18.734,10_212
17.5263,11.5871,5.8396,9.2387,14.0719,15.9152,8.2175,17.6037,10_213
18.636,12.7268,6.5227,9.3834,13.5733,14.6482,7.3098,17.1997,10_214
18.3809,12.2469,6.2726,9.2891,13.414,15.226,7.5517,17.6188,10_215
19.3103,13.0706,6.3115,8.9284,12.8053,14.1815,7.6241,17.7683,10_216
19.2287,12.4006,5.7489,8.516,12.8916,14.871,7.9227,18.4206,10_217
19.4592,13.7652,6.9799,9.6046,13.0297,13.3998,6.9439,16.8177,10_218
18.4926,13.4496,7.2264,9.9741,13.1634,13.8585,7.1937,16.6417,10_219
18.9514,12.3466,5.7927,9.0374,13.8985,15.0688,7.325,17.5796,10_22
19.2468,12.8486,6.3757,9.0412,12.6989,14.0392,7.7983,17.9514,10_220
20.1897,12.8997,5.6963,8.217,12.4518,14.0769,7.8294,18.6393,10_221
17.8943,11.6331,5.8921,9.1051,13.8507,15.5984,7.981,18.0453,10_23
17.829,12.2409,6.5661,9.5824,13.6937,15.0533,7.6156,17.4191,10_24
18.6084,12.545,6.3407,9.1807,13.3963,14.917,7.4845,17.5274,10_25
18.6497,12.6003,6.3102,9.1627,13.5099,14.7773,7.397,17.593,10_26
17.295,12.2546,6.7461,9.9548,14.3901,15.6523,7.0992,16.6078,10_27
18.2031,12.3551,6.3571,9.2345,13.5074,15.0143,7.7822,17.5463,10_28
18.4763,13.1104,6.9249,9.6033,13.4103,14.4267,7.2706,16.7777,10_29
15.4598,12.1175,7.3879,11.6201,15.8581,15.294,7.2335,15.0292,11_10
14.9034,11.8954,7.3935,11.3885,15.9187,15.4906,7.6422,15.3678,11_11
14.8646,12.0882,7.5534,11.4873,15.7765,15.3206,7.769,15.1403,11_110
14.5619,11.847,7.5558,11.6918,16.0409,15.6109,7.6904,15.0013,11_111
15.0263,12.0917,7.5888,11.3875,15.3984,15.534,7.8113,15.1619,11_112
14.5019,11.7669,7.4267,11.7669,16.4023,15.7669,7.5526,14.8158,11_12
14.8961,12.3252,7.8283,11.6978,15.7355,15.0696,7.5847,14.8628,11_13
14.659,12.0208,7.6631,11.7785,15.9844,15.3931,7.6758,14.8253,11_14
15.0448,11.9827,7.4156,11.4141,15.6726,15.5219,7.7188,15.2295,11_15
15.2345,11.9303,7.3796,11.4167,15.6871,15.2937,7.6547,15.4034,11_16
15.3038,11.9467,7.3484,11.2413,15.5236,15.331,7.8047,15.5005,11_17
15.0489,11.8221,7.499,11.3306,15.2462,15.33,8.0743,15.6489,11_18
