25436.0,3594.0,146776.0,23634.0,5364.0,144440.0,24604.0,4420.0,145956.0,23028.0,5970.0,143834.0,22226.0,6768.0,143038.0,23634.0,5364.0,144440.0,20302.0,8657.0,141184.0,23028.0,5970.0,143834.0,19082.0,9865.0,139388.0,18570.0,10327.0,138384.0,16284.0,12593.0,136730.0,17380.0,11517.0,137194.0,16124.0,12771.0,135934.0,14132.0,14636.0,133014.0,12750.0,16042.0,132766.0,12382.0,16386.0,131264.0,13754.0,15087.0,133072.0,11128.0,17503.0,129098.0,10482.0,18238.0,130042.0,9392.0,19239.0,127362.0,10_10
34570.0,4648.0,135534.0,34570.0,4648.0,135534.0,34570.0,4648.0,135534.0,34570.0,4648.0,135534.0,30486.0,8685.0,130944.0,30486.0,8685.0,130944.0,30486.0,8685.0,130944.0,30486.0,8685.0,130944.0,26604.0,12473.0,126650.0,26604.0,12473.0,126650.0,26604.0,12473.0,126650.0,26604.0,12473.0,126650.0,23022.0,15945.0,122688.0,23022.0,15945.0,122688.0,23022.0,15945.0,122688.0,23022.0,15945.0,122688.0,19922.0,18932.0,119214.0,19922.0,18932.0,119214.0,19922.0,18932.0,119214.0,19922.0,18932.0,119214.0,10_11
13904.0,1967.0,161562.0,13904.0,1967.0,161562.0,13904.0,1967.0,161562.0,13904.0,1967.0,161562.0,12138.0,3712.0,159238.0,12138.0,3712.0,159238.0,12138.0,3712.0,159238.0,12138.0,3712.0,159238.0,10358.0,5470.0,156902.0,10358.0,5470.0,156902.0,10358.0,5470.0,156902.0,10358.0,5470.0,156902.0,8692.0,7114.0,154680.0,8692.0,7114.0,154680.0,8692.0,7114.0,154680.0,8692.0,7114.0,154680.0,7256.0,8525.0,152694.0,7256.0,8525.0,152694.0,7256.0,8525.0,152694.0,7256.0,8525.0,152694.0,10_110
28690.0,3977.0,142756.0,28690.0,3977.0,142756.0,28690.0,3977.0,142756.0,28690.0,3977.0,142756.0,25128.0,7510.0,138652.0,25128.0,7510.0,138652.0,25128.0,7510.0,138652.0,25128.0,7510.0,138652.0,21638.0,10959.0,134644.0,21638.0,10959.0,134644.0,21638.0,10959.0,134644.0,21638.0,10959.0,134644.0,18338.0,14203.0,130856.0,18338.0,14203.0,130856.0,18338.0,14203.0,130856.0,18338.0,14203.0,130856.0,15588.0,16895.0,127622.0,15588.0,16895.0,127622.0,15588.0,16895.0,127622.0,15588.0,16895.0,127622.0,10_111
34056.0,4731.0,135882.0,34056.0,4731.0,135882.0,34056.0,4731.0,135882.0,34056.0,4731.0,135882.0,29954.0,8804.0,131238.0,29954.0,8804.0,131238.0,29954.0,8804.0,131238.0,29954.0,8804.0,131238.0,26002.0,12721.0,126756.0,26002.0,12721.0,126756.0,26002.0,12721.0,126756.0,26002.0,12721.0,126756.0,22230.0,16451.0,122468.0,22230.0,16451.0,122468.0,22230.0,16451.0,122468.0,22230.0,16451.0,122468.0,19048.0,19588.0,118776.0,19048.0,19588.0,118776.0,19048.0,19588.0,118776.0,19048.0,19588.0,118776.0,10_112
23516.0,3522.0,148840.0,23516.0,3522.0,148840.0,23516.0,3522.0,148840.0,23516.0,3522.0,148840.0,20262.0,6743.0,145052.0,20262.0,6743.0,145052.0,20262.0,6743.0,145052.0,20262.0,6743.0,145052.0,17114.0,9850.0,141386.0,17114.0,9850.0,141386.0,17114.0,9850.0,141386.0,17114.0,9850.0,141386.0,14202.0,12721.0,137956.0,14202.0,12721.0,137956.0,14202.0,12721.0,137956.0,14202.0,12721.0,137956.0,11950.0,14919.0,135212.0,11950.0,14919.0,135212.0,11950.0,14919.0,135212.0,11950.0,14919.0,135212.0,10_113
31492.0,4748.0,138412.0,31492.0,4748.0,138412.0,31492.0,4748.0,138412.0,31492.0,4748.0,138412.0,27130.0,9054.0,133562.0,27130.0,9054.0,133562.0,27130.0,9054.0,133562.0,27130.0,9054.0,133562.0,23036.0,13071.0,129022.0,23036.0,13071.0,129022.0,23036.0,13071.0,129022.0,23036.0,13071.0,129022.0,19270.0,16732.0,124866.0,19270.0,16732.0,124866.0,19270.0,16732.0,124866.0,19270.0,16732.0,124866.0,16400.0,19484.0,121632.0,16400.0,19484.0,121632.0,16400.0,19484.0,121632.0,16400.0,19484.0,121632.0,10_114
21890.0,3154.0,151202.0,21890.0,3154.0,151202.0,21890.0,3154.0,151202.0,21890.0,3154.0,151202.0,19006.0,6006.0,147782.0,19006.0,6006.0,147782.0,19006.0,6006.0,147782.0,19006.0,6006.0,147782.0,16196.0,8786.0,144432.0,16196.0,8786.0,144432.0,16196.0,8786.0,144432.0,16196.0,8786.0,144432.0,13558.0,11378.0,141286.0,13558.0,11378.0,141286.0,13558.0,11378.0,141286.0,13558.0,11378.0,141286.0,11444.0,13446.0,138664.0,11444.0,13446.0,138664.0,11444.0,13446.0,138664.0,11444.0,13446.0,138664.0,10_115
29454.0,4278.0,141390.0,29454.0,4278.0,141390.0,29454.0,4278.0,141390.0,29454.0,4278.0,141390.0,25598.0,8063.0,137076.0,25598.0,8063.0,137076.0,25598.0,8063.0,137076.0,25598.0,8063.0,137076.0,21920.0,11670.0,132940.0,21920.0,11670.0,132940.0,21920.0,11670.0,132940.0,21920.0,11670.0,132940.0,18498.0,15000.0,129102.0,18498.0,15000.0,129102.0,18498.0,15000.0,129102.0,18498.0,15000.0,129102.0,15702.0,17702.0,125894.0,15702.0,17702.0,125894.0,15702.0,17702.0,125894.0,15702.0,17702.0,125894.0,10_116
21944.0,3489.0,150478.0,21944.0,3489.0,150478.0,21944.0,3489.0,150478.0,21944.0,3489.0,150478.0,18728.0,6659.0,146754.0,18728.0,6659.0,146754.0,18728.0,6659.0,146754.0,18728.0,6659.0,146754.0,15646.0,9694.0,143166.0,15646.0,9694.0,143166.0,15646.0,9694.0,143166.0,15646.0,9694.0,143166.0,12864.0,12432.0,139872.0,12864.0,12432.0,139872.0,12864.0,12432.0,139872.0,12864.0,12432.0,139872.0,10780.0,14479.0,137262.0,10780.0,14479.0,137262.0,10780.0,14479.0,137262.0,10780.0,14479.0,137262.0,10_117
