7.0,4.72494791667,2.70826388889,1.39984375,0.316388888889,1.0,1.0,0.415815972222,-5.73444444444,0.0,0.0,5.54793402778,-3.7025,0.0,2.33673611111,1.0,1.0,12.9050173611,2.0,11.0312673611,10.2569444444,9.25765625,11.0668055556,8.16836805556,44.62,nan,4.0,3.63492063492,2.84656084656,1.95238095238,1.7619047619,1,1,0.952380952381,0,0,0,0,0.023199023199,1,1,1.04761904762,2,2,2,2.04761904762,3.03250188964,4.03751803752,6.01863354037,6.14285714286,0.tiff
12.0,11.3291319444,9.81659722222,8.71859375,7.53277777778,3.81163194444,5.349375,5.78039930556,3.06555555556,2.7846875,-4.17013888889,0.637482638889,-3.6025,2.0,1.12159722222,-3.97265625,1.0,1.0,-3.430625,0.0,0.0,0.0,0.0,0.0,0.0,nan,9.0,9.0,8.34453781513,8.00840336134,6.80672268908,6.67226890756,6,6,5.89635854342,5.80672268908,4.9167303285,4.84033613445,3.93083387201,3.8643457383,3,3,2.94908551656,2.89635854342,1.95532950022,1.90756302521,1,1,0.964559736938,0.924369747899,1.tiff
7.0,5.62496527778,2.81652777778,1.78734375,0.949722222222,0.395399305556,-3.850625,0.0,0.0,0.0,2.41840277778,1.0,1.0,9.39876736111,9.06173611111,8.44140625,7.53777777778,6.35085069444,18.805625,17.8812673611,26.3472222222,16.18265625,18.8168055556,13.3508506944,29.91,nan,3.89219330855,2.89219330855,2,1.89219330855,1,0.89219330855,0,0,0,0,0,0,0,0,0,0.0520446096654,2,2.00867410161,3.01389160634,4.01858736059,5.02283590016,6.02669820885,7.09067399386,10.1338289963,10.tiff
19.0,18.4437326389,16.5331944444,15.46859375,13.0663888889,15.0,12.874375,12.8470659722,8.23222222222,8.21734375,8.58159722222,9.32498263889,2.4975,3.25331597222,4.38826388889,5.90234375,-3.13777777778,-1.61126736111,-5.41125,1.57914930556,-9.67361111111,-7.37640625,-4.70006944444,-1.64460069444,-15.11,nan,17.0,16.5479452055,15.7305936073,14.8219178082,14,13.9132420091,12.939334638,11.9589041096,10.9741248097,9.98630136986,8.99626400996,8.91324200913,7.9272918862,6.93933463796,5.9497716895,4.91780821918,2.96696212732,2,1.98053352559,0.986301369863,0,0,0,0,100.tiff
11.0,4.8471875,0.694375,20.0,20.0,20.0,17.249375,19.0,19.0,25.18890625,27.640625,30.24515625,23.0,24.0,24.0,25.0,5.44,24.0,-0.755625,-4.58265625,-8.5625,-12.69515625,19.0,-22.41890625,-27.01,nan,4,3.96385542169,3,2.96385542169,2,1.96385542169,1,1,1,0.963855421687,0,0,0,0,0,0,0.0361445783133,1,1.03614457831,2.68674698795,21.0722891566,23.0361445783,24.0722891566,26.1445783133,1000.tiff
8.0,8.0,7.094375,6.14359375,5.5275,2.30859375,5.0,2.17484375,2.11,3.0,3.0,-2.73890625,2.0,2.0,1.724375,-7.59765625,1.0,-4.18765625,0.0,0.0,0.0,8.88890625,6.630625,4.03765625,19.01,nan,12.0,10.9047619048,8.69312169312,6.95238095238,6.7619047619,5.69312169312,3.90702947846,2.95238095238,1.97530864198,1.77777777778,1.37662337662,18,17.9768009768,17,17,16.9523809524,16,16,16,15.9523809524,15,14.9624819625,12.9937888199,12.9523809524,1001.tiff
19.0,17.8291319444,15.6582638889,13.4621875,11.6330555556,12.0,8.924375,2.62746527778,3.53222222222,1.07984375,-1.54340277778,-4.33751736111,-19.605,1.59081597222,-0.636736111111,88.01953125,29.0,29.0,37.255625,30.0,42.5902777778,46.01390625,49.6084027778,94.1213020833,105.93,nan,14.616966581,13,12.822622108,10.9254498715,8.98714652956,8,6.93903782593,4.92544987147,3.95972579263,2,1.95349380696,0,0,0.0304810870364,2.03856041131,5.17994858612,13.0402238016,17.0179948586,20.0516844811,23.0128534704,24,24.0184622575,25,25.0231362468,1002.tiff
7.0,7.0,7.0,7.0,5.74916666667,3.81119791667,1.223125,3.29914930556,2.33222222222,1.14859375,2.03993055556,0.752065972222,-0.7525,0.805399305556,-0.803402777778,-2.62890625,1.0,1.0,1.0,1.0,1.0,1.0,-0.750069444444,-3.32168402778,-6.11,nan,5.0,5.0,5.0,4.86956521739,4.69565217391,4.57971014493,3.99378881988,3.86956521739,3.7729468599,3.69565217391,2.94861660079,2.86956521739,2.80267558528,2,2,2,2,2,2,2,1.98757763975,1.89723320158,1.81474480151,1.73913043478,1003.tiff
0.0,0.687517361111,1.0,1.0,2.05027777778,2.0,2.0,2.0,6.20111111111,3.0,5.41840277778,4.0,4.0,12.3987673611,12.0617361111,6.0,9.53777777778,8.35085069444,20.805625,19.8812673611,18.6736111111,24.3653125,25.2252083333,17.7017013889,50.82,nan,1.50865051903,4.50865051903,7.33910034602,9.33910034602,12.0069204152,14.0311418685,15.0509144834,16.0657439446,17,18,18,18.0311418685,19,19.0509144834,20,19.9861591696,19,19,19,18.9965397924,18,17.9814407046,16.9748758839,15.937716263,1004.tiff
13.0,12.3124826389,10.9082638889,9.78734375,8.94972222222,8.39539930556,4.149375,3.33248263889,7.0,3.54859375,3.58159722222,3.89789930556,-4.4525,-4.39876736111,-4.06173611111,-3.44140625,1.0,-0.350850694444,-12.805625,0.0,0.0,0.0,4.40840277778,1.0,1.0,nan,13.0,12.9302325581,12.6201550388,11.9302325581,11.7441860465,10.9302325581,10.7973421927,9.93023255814,9.82687338501,8.93023255814,8.84566596195,7.86046511628,7.71735241503,5.93023255814,4.99224806202,4.93023255814,3.98495212038,3.93023255814,2.97919216646,2.93023255814,1.97452934662,1.93023255814,0.970677451972,0.93023255814,1005.tiff
