-2,-1,0,1,3,4,6,7,8,8,9,9,9,9,9,9,9,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,11,11,11,11,11,12,12,12,12,12,12,11,11,11,11,11,11,10,10,10,10,9,9,9,8,8,8,8,7,7,7,6,6,6,6,5,5,5,5,5,1039.tiff
7,6,6,6,6,5,5,4,4,4,3,3,3,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,104.tiff
8,8,8,8,8,7,7,7,7,7,6,6,6,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,1040.tiff
22,21,19,17,15,13,12,10,9,9,9,9,10,11,13,15,18,20,23,26,28,30,31,31,31,30,28,26,23,19,15,12,8,5,2,0,-1,-2,-2,-2,-2,-2,-1,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,5,5,5,6,6,7,7,8,8,8,9,9,10,10,11,12,13,15,17,18,20,23,25,27,29,31,33,35,36,37,1041.tiff
2,2,3,3,3,4,4,5,5,5,6,6,7,7,7,8,8,8,8,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,7,7,7,7,7,7,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1042.tiff
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,4,4,4,4,4,3,3,3,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,1043.tiff
3,3,3,4,4,4,5,5,6,6,7,7,8,8,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,12,12,12,13,13,13,14,14,14,14,14,14,13,13,13,13,12,12,11,11,11,10,10,9,9,8,8,7,7,6,6,6,6,5,5,5,5,5,5,5,6,6,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12,13,13,13,13,13,13,13,1044.tiff
9,9,9,9,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1045.tiff
25,25,26,26,26,26,26,26,25,25,24,23,22,21,20,19,18,17,15,14,13,12,11,10,9,8,7,6,5,5,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,2,2,2,2,3,3,3,3,4,4,5,5,6,7,8,9,10,12,13,15,16,18,19,21,22,23,24,25,26,27,27,27,27,26,26,25,1046.tiff
13,13,13,13,12,12,11,11,10,10,9,9,8,8,8,7,7,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,8,8,8,9,9,10,10,10,11,11,11,12,12,12,13,13,13,14,14,14,15,15,15,16,16,16,16,16,16,16,17,17,17,16,16,16,16,16,16,16,15,15,15,14,14,13,13,12,12,11,11,10,10,9,9,8,8,7,7,6,6,6,6,6,6,6,6,6,1047.tiff
