12.6098,8.7701,6.5211,14.2389,18.5594,18.8365,4.8159,15.6481,9.1333,7.3065,5.6207,2.0025,7.7198,0.2195,7.2046,0.5895,24.6898,1.4334,24.2958,9.7846,9.7098,8.4062,8.9617,5.2382,2.7302,2.6154,0.0435,0.2676,4.0087,0.1926,0.0981,25.6048,0.4361,24.2716,3.1153,4.3003,-1.3036,0.5555,-3.7235,-2.508,-0.1148,-2.5719,0.2241,3.7411,-3.8161,-0.0945,25.5067,-25.1687,23.8355,-21.1563,1.185,a-0
12.8869,8.4328,6.4035,13.9458,18.8768,18.8171,4.9094,15.7278,9.5582,7.1202,5.3522,2.039,7.8358,0.2656,7.4451,0.616,24.4965,1.4449,24.1977,9.6288,10.2114,8.4527,8.581,4.9372,2.518,2.7452,0.0669,0.3014,3.9076,0.2043,0.1237,25.8638,0.4488,24.3881,3.0795,4.1705,-1.7587,0.1283,-3.6438,-2.4192,0.2272,-2.6783,0.2345,3.6062,-3.7033,-0.0806,25.7401,-25.415,23.9393,-21.3086,1.091,a-1
14.0625,10.2455,8.1779,17.0586,16.0063,14.7297,4.4903,15.2293,9.0056,7.4677,6.7429,2.6787,8.3819,0.1747,4.8248,0.4448,23.7139,1.5941,24.2937,10.6772,9.5006,7.6223,9.3632,6.7487,3.7608,2.1791,0.0535,0.3184,4.4385,0.2417,0.1261,22.5808,0.4784,22.8993,3.8369,5.8518,-1.8783,1.7409,-2.6145,-2.9879,-1.5817,-2.1256,0.2649,4.1201,-4.1968,-0.1156,22.4547,-22.1024,22.4209,-19.0624,2.0149,a-10
13.7097,10.5005,8.5028,17.1568,15.5732,14.5979,5.01,14.9492,8.7984,7.447,6.9886,2.6803,8.7974,0.1768,5.2008,0.4433,23.2745,1.5184,23.7524,10.9219,9.5104,7.83,9.4933,7.2445,4.163,2.3783,0.0581,0.3121,4.7552,0.2622,0.1512,21.7671,0.4685,22.0554,3.699,5.8516,-1.6804,1.6633,-2.2488,-3.0815,-1.7847,-2.3202,0.254,4.4431,-4.493,-0.111,21.6159,-21.2986,21.5869,-18.3564,2.1526,a-11
16.5766,9.5452,5.9571,13.428,17.8849,16.4048,5.0008,15.2026,12.0091,8.9686,5.3811,1.8881,6.0929,0.2886,7.0255,0.6101,22.7228,2.0172,23.1891,9.8068,12.1494,10.1624,8.9949,3.8826,1.8731,2.584,0.0688,0.2343,4.0877,0.2422,0.1933,23.1166,0.8141,23.7229,3.5728,4.3009,-1.987,-1.1675,-5.1123,-2.0095,0.7109,-2.5152,0.1655,3.8534,-3.8455,-0.0489,22.9233,-22.3025,22.9088,-20.1501,0.7281,a-12
14.2015,9.9867,6.9228,15.6522,18.449,15.2122,5.1265,14.4491,9.9081,8.6245,5.9583,2.1587,7.0356,0.2992,6.6588,0.5484,22.4099,2.1699,23.6301,10.5984,10.1083,9.2657,9.4287,4.6645,2.2772,2.6713,0.0574,0.2265,4.2719,0.2914,0.1888,23.7425,0.8562,23.6897,3.754,4.506,-0.8426,0.163,-4.7642,-2.3873,0.3941,-2.6139,0.1691,4.0454,-3.9805,-0.1026,23.5537,-22.8863,22.8335,-19.9357,0.752,a-13
14.7703,10.4524,7.3898,16.2179,17.8182,14.5079,5.1697,13.6738,10.3197,8.7072,6.2356,2.2845,7.3947,0.2853,6.231,0.5796,22.377,2.1097,23.1482,10.3276,10.8464,9.3722,9.5111,5.132,2.4497,2.6154,0.082,0.2711,4.4727,0.3196,0.1891,22.6264,0.768,22.8557,3.8001,4.6886,-1.4742,0.1389,-4.3791,-2.6823,0.1657,-2.5334,0.1891,4.2016,-4.1531,-0.1305,22.4373,-21.8584,22.0877,-19.0556,0.8885,a-14
14.8667,7.8036,5.24,12.0508,16.9447,19.4907,3.9929,19.6106,10.6742,7.0631,4.8287,1.775,6.0043,0.235,6.475,0.5061,26.281,1.6018,26.3985,8.1574,10.6819,7.4075,7.0839,3.6653,1.9565,2.1701,0.0908,0.22,3.4068,0.1816,0.094,27.8336,0.5671,27.7578,2.9818,3.9013,-3.2744,-0.3236,-3.4186,-1.7088,0.2136,-2.0793,0.1292,3.1868,-3.2252,-0.0876,27.7396,-27.2665,27.1907,-24.776,0.9195,a-15
15.9572,7.9768,5.0995,11.5852,16.3384,19.0451,3.7612,20.2365,11.2584,7.5144,4.7615,1.5797,5.5463,0.2367,6.2576,0.4652,26.0869,1.5696,26.3013,8.4226,11.0317,7.8439,7.7517,3.4739,1.7318,1.9247,0.0668,0.2024,3.3196,0.1779,0.1205,27.5488,0.5628,27.2805,3.0994,3.8636,-3.1878,-0.0922,-4.2778,-1.7421,0.1929,-1.8579,0.1356,3.1172,-3.1417,-0.0574,27.4283,-26.986,26.7177,-24.1811,0.7642,a-16
15.9868,7.7316,4.7373,11.4401,16.3955,19.5083,4.0274,20.173,11.5806,7.5059,4.4971,1.5184,5.4507,0.2259,6.3734,0.4793,26.5742,1.5774,25.9069,8.3101,11.3904,8.0421,7.5268,3.1272,1.532,2.0631,0.0879,0.2093,3.1963,0.1767,0.1056,27.9029,0.534,27.513,2.91,3.6829,-3.3483,-0.5153,-4.3996,-1.5952,0.5311,-1.9752,0.1214,2.987,-3.0196,-0.0711,27.7973,-27.3689,26.979,-24.603,0.7729,a-17
