13.2546,12.9528,9.5882,12.916,14.8228,13.9099,9.0949,13.4608,9.6281,9.8833,8.3268,5.5583,8.5926,5.9602,9.8896,5.992,10.5573,6.0069,10.3936,9.2113,8.8605,9.5095,8.8517,6.1461,3.7945,6.2099,4.2323,4.1487,7.2811,3.6824,3.425,9.1333,2.8267,9.0343,6.1285,6.7356,0.6489999999999991,-0.6577999999999999,-2.7055999999999996,-2.3515999999999995,2.4154,-1.9775999999999998,-0.08360000000000056,3.1324000000000005,-3.5987000000000005,-0.2574000000000001,5.7083,-6.3065999999999995,6.207599999999999,-2.9058,0.6071,a-0-0
13.1657,12.521,9.1147,12.6341,14.9723,14.4335,9.2759,13.8826,9.3022,9.273,7.9271,5.2729,8.5156,5.9573,10.2976,6.3559,11.2052,6.0992,10.6794,9.1144,8.5166,9.1434,8.4218,5.9082,3.485,6.0051,4.0386,4.2777,7.5818,3.8469,3.6832,9.7982,3.0413,9.4643,6.1042,6.6836,0.6267999999999994,-0.7216000000000005,-2.5135999999999994,-2.4232,2.5201,-1.9665,0.23910000000000053,3.3041,-3.7349,-0.1637000000000004,6.115,-6.7569,6.423,-3.3601,0.5794000000000006,a-0-1
12.5819,12.527,9.4396,12.9717,15.2099,14.4687,9.2365,13.5647,8.8901,9.2416,8.2524,5.35,8.9235,5.9114,10.1433,6.0243,11.1643,6.0179,10.8669,9.2145,8.065,8.9984,8.4636,6.2226,3.6863,6.3243,4.1293,4.1047,7.4678,3.6404,3.4829,9.8482,3.0219,9.635,6.1865,6.723,0.9334000000000007,-0.5348000000000006,-2.2409999999999997,-2.5362999999999998,2.638,-2.1950000000000003,-0.02459999999999951,3.3631,-3.8274000000000004,-0.1575000000000002,6.3653,-6.8263,6.613099999999999,-3.4485,0.5365000000000002,a-0-10
12.8776,12.582,9.4252,12.6806,15.0787,14.2176,9.3464,13.7919,9.2267,9.3443,8.1818,5.342,8.6062,5.9693,10.0602,6.1074,10.9943,6.1159,10.817,9.2352,8.3389,9.136,8.444,6.149,3.7245,6.1228,4.1081,4.1291,7.4016,3.7928,3.5528,9.6563,3.008,9.5599,6.1718,6.7044,0.7970999999999986,-0.6919999999999984,-2.295000000000001,-2.4245,2.3983,-2.0146999999999995,0.020999999999999908,3.2725,-3.6088,-0.2400000000000002,6.1035,-6.6483,6.551900000000001,-3.3881000000000006,0.5325999999999995,a-0-11
12.9946,12.4811,9.1529,12.596,15.0072,14.4725,9.2743,14.0214,9.2873,9.3044,8.1485,5.1525,8.6403,5.7369,10.0456,5.9607,11.1631,6.0362,11.1231,9.4014,8.5037,9.2535,8.4919,6.0939,3.5146,5.948,3.9226,4.1068,7.424,3.6236,3.4689,9.9708,2.9652,9.772,6.2176,6.7228,0.7498000000000005,-0.7616000000000014,-2.3979999999999997,-2.5792999999999995,2.4334000000000002,-2.0254000000000003,0.1841999999999997,3.3172000000000006,-3.8004000000000002,-0.15470000000000006,6.501900000000001,-7.005600000000001,6.806800000000001,-3.5544000000000002,0.5052000000000003,a-0-12
13.3062,12.851,9.4305,12.6173,14.6945,14.0713,9.1708,13.8584,9.4827,9.6425,8.1765,5.3891,8.7195,5.6139,9.8839,5.8492,11.0377,5.8311,10.9744,9.3997,8.6847,9.4216,8.8736,6.2634,3.8217,6.0464,3.8857,3.7671,7.1407,3.4377,3.1848,9.4965,2.8569,9.4918,6.5272,7.1001,0.7369000000000003,-0.548,-2.6102,-2.4417,2.2247000000000003,-2.1607000000000003,-0.11859999999999982,3.3735999999999997,-3.703,-0.2528999999999999,6.311699999999999,-6.6396,6.6349,-2.9646,0.5729000000000006,a-0-13
12.7938,12.6468,9.4142,12.8409,15.1268,14.333,9.201,13.6435,9.1717,9.3823,8.112,5.4042,8.7172,5.8536,10.1088,6.0464,11.1314,5.9327,10.8824,9.2572,8.2756,9.1071,8.4924,6.1393,3.7584,6.249,4.0836,4.0426,7.3185,3.7161,3.412,9.7734,2.9797,9.5513,6.2477,6.8532,0.8315000000000001,-0.6147000000000009,-2.3530999999999995,-2.3809000000000005,2.4905999999999997,-2.1654,-0.04099999999999948,3.2759,-3.6024000000000003,-0.30410000000000004,6.361400000000001,-6.793700000000001,6.5716,-3.3035999999999994,0.6055000000000001,a-0-14
12.986,12.3552,9.0093,12.4276,15.0267,14.832,9.3456,14.0176,9.2135,9.2415,8.0702,4.9916,8.4537,5.5514,10.0966,6.2776,11.5561,6.0873,11.1335,9.3269,8.4691,9.2893,8.472,5.9026,3.3549,5.9141,3.8375,3.8737,7.3344,3.8751,3.4636,10.153,2.994,9.9791,6.2127,6.875,0.8202000000000016,-0.8173000000000012,-2.5694,-2.5476999999999994,2.5592,-2.0766000000000004,0.03620000000000001,3.4606999999999997,-3.4592999999999994,-0.4115000000000002,6.689400000000001,-7.159000000000001,6.985100000000001,-3.766400000000001,0.6623000000000001,a-0-15
13.1182,12.7259,9.2288,12.5353,14.8223,14.3077,9.2907,13.971,9.3397,9.6965,8.3394,5.2409,8.4717,5.3346,9.7791,5.8664,11.3346,5.9931,11.1858,9.4182,8.4395,9.549,8.7994,6.0122,3.4305,5.8861,3.7422,3.6515,7.0905,3.507,3.3313,9.8933,3.0833,10.0038,6.6116,6.9687,1.1094999999999988,-0.7495999999999992,-2.7872000000000003,-2.5817,2.4556,-2.1439,-0.0907,3.4389999999999996,-3.5834999999999995,-0.17569999999999997,6.561999999999999,-6.8100000000000005,6.9205000000000005,-3.3922,0.3571,a-0-16
13.2076,12.7355,9.2045,12.3601,14.7702,14.3382,9.2914,14.0925,9.457,9.4392,8.1602,5.092,8.4458,5.4144,9.7652,5.9605,11.2344,6.1901,11.3213,9.5201,8.5795,9.3224,8.609,6.0351,3.5535,5.8281,3.7334,3.6755,7.1366,3.6003,3.397,9.8954,3.1112,9.9361,6.523,7.0639,0.7429000000000006,-0.7134,-2.5739,-2.4816,2.2746,-2.0947,-0.05790000000000006,3.4610999999999996,-3.5362999999999998,-0.20330000000000004,6.4984,-6.7842,6.8248999999999995,-3.4131,0.5409000000000006,a-0-17
