-0.181068,167.687,0.136696,140.695,-0.10275,166.993,0.0207131,131.394,3.17894,490.421,5.02916,483.652,3.12781,489.162,-0.225369,464.203,5.00547,496.282,6.82082,493.565,4.43636,494.547,-0.45747,490.24,3.2886,298.434,4.36644,296.994,2.85597,297.217,-0.314385,297.628,0
-0.217571,150.496,0.155984,136.682,-0.370239,156.713,-0.0382203,133.618,3.74771,452.574,5.60408,456.874,3.35267,483.838,-0.0876495,458.852,5.21247,460.409,7.50242,464.483,5.20719,490.635,0.0462497,481.826,3.34021,277.161,4.78803,279.295,3.40324,294.948,0.0520901,292.195,0
-0.437454,143.689,0.0975387,134.561,-0.138272,158.488,-0.0292341,135.915,3.66652,441.096,4.30638,457.751,1.6161,493.481,-1.73264,462.023,5.69971,452.611,5.8618,467.227,2.39989,502.225,-2.40105,485.047,3.72473,273.022,3.75391,281.102,1.55615,302.125,-1.54342,294.093,0
-0.447451,157.478,0.142094,142.41,-0.26565,169.997,-0.00940946,148.442,4.58924,474.669,6.50916,479.451,3.41043,515.713,-1.0379,495.113,7.12992,484.515,8.86992,487.749,5.13204,521.814,-1.45778,515.25,4.65543,292.129,5.68059,293.369,3.33688,313.615,-0.938842,311.939,0
-0.386419,155.398,0.148012,140.159,-0.0880187,165.307,-0.0338124,153.755,4.62915,469.811,5.5387,478.944,2.3478,521.629,-1.9064,503.127,6.98717,480.35,7.46594,487.462,3.36378,532.931,-2.63274,524.157,4.54763,289.706,4.77242,293.142,2.17085,320.851,-1.69108,317.382,0
-0.176839,154.905,0.11758,126.191,-0.262121,157.027,-0.0490774,143.201,3.51916,461.484,4.53205,424.225,2.13288,464.544,-0.977655,478.772,5.11095,468.566,6.13088,434.557,3.3779,468.311,-1.22676,495.638,3.30565,282.077,3.9219,261.806,2.21394,281.225,-0.772228,299.55,0
-0.495974,245.875,0.0547767,128.224,-0.138299,133.952,0.109007,154.129,1.56472,616.515,3.81598,417.248,2.93794,364.237,0.478593,509.259,3.37423,551.699,5.25499,414.984,3.8664,349.133,0.2288,488.581,2.29228,322.355,3.36999,248.531,2.44642,207.67,0.0915082,289.797,1
0.0485833,253.38,0.168419,133.275,-0.0771121,135.23,-0.00154192,152.941,2.39611,619.099,3.91785,421.028,3.04273,368.051,0.609618,505.432,2.91159,543.861,4.98784,412.233,4.12675,348.658,0.896576,480.839,1.81679,316.383,3.14815,246.031,2.63338,206.801,0.582946,284.575,1
-0.297088,264.137,0.278236,140.878,0.00245751,137.724,-0.0701568,160.884,6.89005,656.886,7.64113,452.887,3.32778,380.499,-2.83381,529.985,9.57073,583.539,9.89728,445.193,4.31892,362.966,-3.76979,507.019,6.1161,340.381,6.26816,265.809,2.73398,215.702,-2.39893,300.523,1
-0.406007,228.299,0.0939504,115.758,-0.122441,114.336,0.00309304,129.345,3.0024,582.669,4.19046,396.603,2.12388,310.49,-0.811487,454.753,4.73135,524.312,5.714,393.927,3.15965,299.23,-1.14862,441.893,3.09403,306.549,3.66078,235.723,2.05513,178.347,-0.739785,262.747,1
0.0799896,186.74,0.116819,92.5232,-0.215322,85.4777,0.0800277,101.351,0.57496,456.953,3.68572,310.131,4.18695,240.988,2.78225,351.972,0.849495,408.934,4.90983,308.896,5.98339,236.36,3.67438,344.411,0.557784,238.958,3.13082,185.027,3.85344,141.392,2.33649,205.172,1
-0.2109,145.176,0.13469,125.425,-0.433354,158.162,-0.0494691,150.351,3.72357,451.62,5.27996,432.16,2.87571,490.012,-0.493353,495.462,5.36001,466.34,7.14241,442.117,4.53516,496.816,-0.567391,515.809,3.46547,281.845,4.5687,266.402,2.96528,298.833,-0.351741,312.284,0
-0.319102,164.507,0.133314,137.797,-0.213589,180.986,-0.0459694,162.959,4.29963,491.118,5.4822,483.388,2.48569,551.363,-1.42549,540.366,6.47029,504.183,7.45551,495.039,3.83723,556.307,-1.89749,560.743,4.21053,304.361,4.77461,298.183,2.50677,334.059,-1.21006,339.052,0
-0.392697,165.039,0.124472,137.816,-0.259178,177.429,0.0183438,165.541,3.60396,492.362,5.77682,475.102,3.38356,547.32,-0.37062,544.106,5.88215,502.951,7.93346,486.016,5.04921,553.449,-0.646409,564.349,3.87892,303.255,5.09088,292.672,3.278,332.519,-0.433581,341.289,0
-0.399446,152.618,0.119241,126.614,-0.0713371,170.122,-0.0597036,141.013,4.40671,443.703,4.56411,440.788,1.35199,514.116,-2.48732,488.629,6.60084,452.66,6.14976,452.003,1.93144,516.18,-3.38022,510.416,4.28919,272.873,3.93019,272.439,1.24464,309.62,-2.16442,309.072,0
