0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Kannada_2_018-1
1,0,1,0,2,0,1,0,1,1,4,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,2,1,3,0,0,0,1,3,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,Kannada_3_050-7
0,2,1,5,1,1,1,2,2,0,2,1,1,2,3,0,2,3,2,4,1,2,0,0,3,0,0,2,2,0,1,0,3,2,4,7,1,2,0,4,0,1,0,4,2,5,1,0,2,0,2,1,2,1,0,2,6,3,Kannada_4_039-17
1,1,1,2,3,1,0,1,1,2,1,1,2,1,3,0,4,4,0,5,3,1,2,0,0,2,3,1,1,1,5,1,3,2,1,1,1,0,0,3,1,1,3,0,0,2,1,2,1,0,1,1,0,1,0,1,2,0,Kannada_3_020-17
1,1,0,3,3,1,2,0,0,4,1,2,4,1,1,1,2,6,0,2,0,4,1,1,1,2,1,0,2,1,1,0,4,0,0,1,0,2,2,1,1,3,0,0,0,1,1,0,4,3,0,0,0,2,0,4,0,2,Kannada_4_029-7
0,2,2,1,4,5,0,4,0,3,4,3,1,0,2,1,2,3,0,0,3,4,0,0,0,1,3,3,0,1,2,1,4,1,1,8,0,1,1,2,1,2,1,0,2,4,2,0,0,0,0,1,3,0,0,0,1,0,Kannada_3_046-8
0,1,1,0,3,1,5,8,2,1,4,1,0,0,1,9,0,3,1,0,1,3,1,2,1,2,1,2,1,3,0,3,3,0,1,8,0,0,3,3,3,1,0,0,2,0,1,1,1,1,0,0,0,1,0,0,0,3,Kannada_4_031-7
2,3,0,2,2,0,1,2,0,0,1,2,6,4,2,0,1,6,0,3,5,0,2,2,1,4,2,2,1,0,3,0,4,0,1,5,1,0,0,3,3,2,2,1,2,2,0,1,2,2,4,1,1,0,1,0,1,0,Kannada_3_020-16
0,4,0,0,7,3,0,2,3,2,2,0,0,0,0,5,0,4,1,0,1,1,0,2,1,0,0,1,2,1,0,0,0,1,1,3,0,1,1,3,2,0,5,1,1,0,0,1,1,0,0,1,1,0,1,0,0,3,Kannada_4_019-21
1,0,3,5,5,2,0,1,1,1,1,3,5,1,2,0,2,3,1,2,6,2,3,4,1,1,2,6,2,0,2,1,2,0,1,2,2,1,0,1,2,1,3,2,1,5,0,1,4,0,0,0,3,1,1,4,0,1,Kannada_2_018-3
0,0,1,2,3,0,2,0,1,1,0,6,2,0,0,0,2,8,2,2,1,3,4,0,0,1,0,1,2,1,4,0,5,1,0,3,2,3,0,2,0,2,3,2,1,5,0,1,2,0,2,1,0,1,1,1,0,0,Kannada_3_020-11
1,0,5,3,4,5,2,2,0,2,0,2,3,0,3,0,0,6,1,0,2,1,6,3,0,2,1,4,0,2,3,1,6,3,1,2,2,1,1,6,1,1,3,1,0,0,0,4,0,1,3,1,2,0,1,3,1,0,Kannada_2_018-2
0,2,1,1,4,1,2,1,1,3,1,4,3,1,0,0,1,3,0,3,5,2,5,1,1,3,0,0,0,0,6,2,0,1,1,3,0,2,0,1,1,1,3,1,1,4,0,0,0,1,0,1,2,2,1,1,1,0,Kannada_3_020-10
0,1,0,0,1,1,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,Kannada_4_036-6
0,1,2,1,6,1,3,1,1,0,1,2,3,1,2,1,1,5,2,4,3,3,0,1,0,2,1,5,3,2,1,0,6,3,5,2,3,3,1,1,2,0,0,2,3,3,4,0,1,1,2,1,1,0,0,2,1,5,Kannada_2_023-9
0,1,0,1,5,0,2,1,5,0,1,1,2,3,1,5,3,6,0,2,0,1,0,0,1,0,1,0,3,1,3,1,1,3,2,1,2,0,1,3,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,3,0,Kannada_2_023-8
0,0,0,0,2,3,3,5,1,3,5,1,0,0,0,10,0,8,0,0,0,0,1,0,0,0,0,1,0,6,2,1,0,1,1,2,2,0,4,1,1,0,1,3,0,0,0,0,1,0,0,1,0,1,4,0,0,0,Kannada_3_002-19
1,3,2,1,0,2,5,3,4,1,3,3,0,0,4,5,0,3,1,2,2,0,0,3,0,2,3,1,2,1,3,2,1,1,1,17,1,0,2,1,1,2,1,1,1,2,0,2,3,2,0,0,0,0,2,0,4,5,Kannada_2_048-16
0,1,0,0,4,1,2,2,4,1,0,2,2,3,2,2,0,4,0,1,0,2,0,1,0,1,1,2,2,1,0,0,1,2,1,3,0,2,3,2,4,5,1,2,1,3,1,0,4,1,4,0,0,1,3,1,0,1,Kannada_2_023-3
0,0,1,0,3,4,4,4,2,1,4,6,2,1,3,1,0,4,0,0,2,2,1,1,0,1,1,0,2,1,2,0,3,0,4,4,0,1,0,2,4,0,0,4,2,0,1,1,2,2,0,2,0,1,0,2,1,1,Kannada_2_023-2
0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,Kannada_2_023-1
1,0,0,1,1,2,3,3,5,1,5,5,2,0,4,4,0,6,0,2,1,0,2,2,1,0,1,0,0,3,5,1,0,1,3,13,2,0,0,3,3,4,2,0,3,4,1,1,6,2,0,0,0,1,2,1,5,2,Kannada_2_048-17
0,1,1,1,1,2,2,4,4,0,6,2,1,1,7,4,0,2,0,1,3,2,1,4,0,1,1,1,1,0,5,0,2,1,2,10,0,0,2,2,3,6,0,1,2,2,0,4,1,0,0,2,1,1,0,0,1,3,Kannada_1_048-20
0,0,2,0,1,2,3,6,2,1,2,2,0,0,2,3,0,1,0,1,4,0,0,1,1,0,1,0,1,1,3,2,1,1,0,12,0,1,1,0,0,2,0,0,1,1,1,2,1,2,0,3,0,1,0,1,2,4,Kannada_1_048-21
1,2,1,2,6,0,2,2,2,4,5,1,2,3,2,2,1,1,0,3,3,1,1,3,0,0,3,5,1,3,2,0,3,0,2,4,0,0,0,5,3,0,0,0,1,4,0,0,0,2,1,0,1,0,1,2,1,2,Kannada_2_023-5
1,0,1,0,3,1,2,2,0,3,2,1,0,1,3,4,2,6,0,2,1,2,0,3,0,0,0,2,0,0,1,0,3,0,0,7,0,1,2,5,0,3,0,4,0,2,2,0,1,1,0,3,3,1,0,1,1,0,Kannada_2_023-4
0,1,1,0,1,2,1,3,2,2,7,3,1,1,1,0,0,9,0,0,2,0,1,1,1,0,3,4,1,2,3,0,1,1,1,6,1,0,0,3,3,1,0,3,0,0,0,1,3,1,0,1,1,2,1,1,0,1,Kannada_3_050-8
0,0,0,0,0,1,1,0,2,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,3,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,Kannada_2_048-18
0,0,4,2,4,3,0,0,0,1,2,0,4,2,0,1,0,7,0,2,6,1,1,0,0,0,1,3,1,0,2,0,1,0,1,3,1,1,0,2,0,3,3,0,0,6,0,2,0,1,2,0,1,0,1,2,0,1,Kannada_4_013-10
1,2,0,4,4,2,1,6,2,2,2,6,1,3,2,6,3,8,5,1,0,2,1,0,1,1,1,2,0,3,1,0,2,2,1,2,3,2,0,0,3,0,2,1,1,2,2,0,3,3,1,1,2,0,1,0,0,3,Kannada_3_036-20
1,1,1,2,4,2,3,0,2,3,1,1,3,0,3,5,0,7,0,2,2,0,2,2,1,1,0,1,1,1,2,0,3,2,0,4,1,0,2,2,3,2,3,1,0,2,0,1,1,1,1,0,3,0,0,0,3,2,Kannada_2_046-18
0,1,0,3,2,2,0,2,2,0,0,0,1,0,2,1,0,0,0,1,0,0,1,5,0,1,0,1,0,0,2,0,6,3,3,5,2,0,0,2,2,5,2,0,0,3,1,1,1,1,0,0,0,1,0,1,0,3,Kannada_2_046-19
0,1,3,3,7,1,0,0,0,5,2,3,1,0,2,5,1,4,0,4,2,4,1,0,1,0,2,2,0,0,3,0,4,1,3,4,3,0,0,1,1,3,1,0,0,6,0,4,3,0,1,0,1,0,0,1,1,1,Kannada_2_046-16
0,0,0,4,5,3,1,1,1,1,0,2,3,1,2,2,0,2,0,7,1,2,1,2,0,1,2,0,1,0,0,0,7,2,5,5,1,1,1,3,0,1,0,0,0,2,1,1,0,0,0,2,1,1,1,2,0,0,Kannada_2_046-17
2,0,4,5,5,2,1,1,2,3,2,4,4,1,1,1,0,0,0,1,1,0,0,1,1,0,0,3,0,0,4,0,6,2,4,2,3,2,0,1,0,3,1,0,0,7,0,0,0,0,3,0,1,0,1,3,1,2,Kannada_2_046-14
0,1,4,2,4,0,2,0,0,6,0,0,1,1,4,0,2,5,0,4,2,0,0,0,1,1,1,0,1,1,1,2,2,2,5,5,1,2,1,3,2,3,2,1,1,3,0,1,0,0,7,0,0,2,0,1,3,1,Kannada_2_046-15
0,1,0,3,6,2,1,3,2,3,2,0,0,1,1,1,0,0,0,4,1,0,3,1,0,2,4,4,1,1,2,0,4,4,5,3,1,1,2,0,2,2,0,1,0,5,1,3,1,0,5,1,0,2,0,1,3,1,Kannada_2_046-12
0,3,4,1,5,2,2,1,1,2,3,2,1,0,0,0,0,1,0,2,3,2,1,1,0,1,0,2,0,1,2,0,6,3,3,6,2,0,1,1,0,3,2,2,2,2,0,2,1,2,6,1,1,1,0,2,3,0,Kannada_2_046-13
0,0,2,4,3,0,1,2,1,3,0,1,7,0,0,3,0,2,0,1,3,0,3,3,0,0,0,4,0,0,6,0,6,2,2,9,0,0,1,1,3,0,3,0,0,5,0,1,0,1,0,1,1,0,0,0,0,1,Kannada_2_046-10
0,0,3,4,7,1,0,2,2,0,5,3,1,1,1,2,1,3,0,3,3,0,1,1,0,1,5,2,4,0,3,2,3,3,0,5,2,1,0,2,4,1,2,1,0,3,0,2,1,0,4,0,1,0,1,1,2,2,Kannada_2_046-11
0,1,0,4,4,2,1,0,0,2,0,3,2,1,1,0,2,4,0,6,4,2,2,1,0,2,2,3,2,0,2,0,3,1,1,2,2,1,1,4,0,0,0,1,1,1,0,2,1,0,1,1,2,3,0,1,2,0,Kannada_4_034-6
0,2,3,1,3,0,0,2,1,1,1,1,0,3,0,4,1,6,1,1,2,0,1,2,0,2,0,3,0,1,1,1,4,3,6,4,1,3,0,5,2,0,5,3,2,1,3,1,1,1,3,0,0,0,2,2,0,1,Kannada_2_027-9
0,2,1,2,4,0,2,1,2,2,1,3,0,0,1,2,0,4,0,3,4,2,2,0,1,1,1,1,1,1,2,0,3,1,4,9,1,0,0,0,1,1,2,1,5,3,1,2,3,1,2,1,1,0,0,1,0,2,Kannada_2_027-8
0,1,1,0,1,2,1,1,1,3,0,6,4,6,1,3,1,6,2,1,1,1,2,0,0,0,0,2,2,4,3,0,4,2,0,5,0,0,1,6,0,1,0,1,2,6,0,2,1,2,2,0,0,0,1,2,0,0,Kannada_2_027-7
0,2,2,1,0,0,0,2,0,1,1,9,1,1,3,0,0,2,2,0,2,0,1,1,1,0,0,1,4,1,1,0,3,2,0,1,1,0,0,0,3,0,1,0,4,3,2,1,1,1,2,0,1,1,0,0,0,2,Kannada_2_027-6
0,2,3,1,1,0,2,2,1,3,1,3,0,3,3,2,3,8,0,1,3,0,0,3,0,4,3,2,2,1,3,0,2,1,2,3,1,0,1,3,0,1,0,1,2,4,1,2,0,2,3,1,2,0,2,4,1,2,Kannada_2_027-5
0,1,1,3,2,2,1,1,0,3,2,2,3,0,0,4,1,6,1,3,4,0,2,0,0,5,3,1,2,3,1,2,4,1,4,3,1,0,0,5,0,4,0,1,1,1,1,2,0,1,1,1,0,2,0,0,4,1,Kannada_2_027-4
0,4,1,2,5,2,4,0,0,3,3,3,1,2,2,2,0,3,0,1,1,1,1,0,0,1,1,2,2,3,0,0,0,1,0,3,2,0,1,2,3,1,1,3,4,3,0,0,2,3,2,0,0,0,1,2,2,0,Kannada_2_027-3
0,3,3,2,1,2,1,2,2,1,7,3,2,3,2,4,1,8,0,4,1,0,2,1,0,2,1,3,0,0,3,0,2,0,2,3,3,2,4,1,0,0,0,2,4,2,0,1,3,0,1,1,0,1,0,0,0,4,Kannada_2_027-2
0,0,0,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,Kannada_2_027-1
0,3,2,4,2,2,3,2,0,0,1,3,3,3,2,2,1,5,0,4,2,2,2,3,0,4,1,2,3,1,3,0,3,4,1,2,4,1,0,2,0,2,4,2,2,3,0,0,0,2,3,0,1,0,0,3,1,1,Kannada_3_020-18
0,1,1,1,4,3,2,3,2,0,2,3,2,2,2,2,3,5,3,4,1,2,1,1,2,1,5,0,2,0,4,2,3,1,2,8,2,0,4,3,1,0,1,2,1,6,1,1,1,0,1,0,1,6,0,1,1,1,Kannada_2_045-13
1,0,0,1,0,3,5,1,5,2,0,2,0,4,0,5,0,5,1,1,2,3,3,1,2,1,2,0,1,3,5,0,4,0,0,2,0,2,0,7,2,1,2,1,2,2,0,6,3,1,0,1,2,1,1,3,2,2,Kannada_2_045-12
0,4,3,7,4,4,3,4,0,2,1,1,1,0,1,1,0,3,0,4,2,2,1,1,1,0,3,2,2,0,0,2,6,2,1,5,0,2,2,3,0,3,0,2,1,4,2,0,1,1,2,2,3,2,1,0,2,1,Kannada_2_045-11
0,1,3,2,1,1,4,1,0,0,2,1,5,1,1,1,2,1,0,3,2,1,3,3,0,0,2,1,1,2,2,2,2,0,1,4,2,1,1,2,1,1,0,2,2,6,1,4,0,3,0,2,1,1,0,3,0,0,Kannada_2_045-10
2,0,1,3,2,0,1,1,1,0,0,1,3,1,0,0,1,0,1,2,0,0,0,1,1,2,3,0,0,0,1,0,2,0,0,7,0,0,1,0,0,0,1,0,1,2,2,1,3,1,0,1,0,1,1,0,0,1,Kannada_2_045-17
1,3,2,7,5,1,4,1,2,1,1,4,6,5,1,1,1,4,1,5,2,1,1,3,3,1,4,1,0,1,4,2,5,1,3,8,1,1,1,0,2,3,2,2,1,3,0,3,1,0,0,0,0,1,0,1,4,1,Kannada_2_045-16
0,0,4,5,1,4,3,3,2,0,1,0,4,1,3,3,0,1,1,0,2,3,3,2,2,2,3,1,3,0,2,1,6,1,1,8,1,2,2,5,1,1,0,1,1,3,1,1,4,1,1,0,3,0,1,2,3,0,Kannada_2_045-15
0,0,2,3,9,2,4,0,2,2,1,1,6,2,2,1,0,7,0,7,1,3,1,0,3,2,2,2,1,3,3,1,9,0,6,6,1,0,3,5,2,1,0,4,2,1,0,1,4,1,3,2,0,0,1,5,1,0,Kannada_2_045-14
1,1,0,0,6,0,1,0,3,2,1,1,0,2,1,4,4,7,1,2,4,5,2,1,2,2,0,0,0,0,0,1,0,2,0,11,0,1,0,2,1,0,1,0,2,5,1,0,1,0,0,0,1,1,0,4,0,2,Kannada_3_054-4
2,3,1,1,2,2,1,0,0,2,0,1,0,2,1,2,1,10,1,1,2,0,1,1,4,1,0,1,3,1,5,0,1,5,1,7,2,0,0,3,0,0,1,1,4,4,1,0,0,1,0,2,1,0,0,0,1,1,Kannada_3_054-5
0,1,1,0,6,1,0,1,2,1,0,3,0,1,1,2,2,6,2,0,1,0,1,3,1,2,0,1,1,1,1,0,1,3,2,11,0,0,1,2,0,0,0,4,0,5,1,2,2,0,1,1,3,0,1,0,0,2,Kannada_3_054-6
1,0,3,0,0,2,2,0,0,0,0,1,1,1,0,1,1,5,0,0,1,1,1,3,0,0,0,0,1,2,0,0,1,4,1,5,1,1,1,4,0,0,3,0,2,1,1,0,0,1,1,0,2,0,1,0,1,0,Kannada_3_054-7
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,Kannada_3_054-1
0,2,0,1,2,1,1,0,1,1,1,1,1,1,0,2,1,11,1,0,3,1,3,3,0,0,1,3,1,1,1,0,6,5,2,5,0,1,1,5,1,2,2,2,1,3,1,0,1,0,0,0,0,1,2,5,2,0,Kannada_3_054-2
1,1,4,0,2,1,1,2,1,0,1,1,1,2,3,1,3,8,1,0,1,1,1,1,2,2,1,2,1,3,0,0,1,2,7,10,1,3,0,5,0,0,5,2,1,3,2,0,3,0,0,1,2,1,0,1,1,0,Kannada_3_054-3
0,0,0,1,3,1,0,0,1,1,0,3,0,1,1,2,1,1,0,0,0,1,1,1,0,0,1,0,4,0,0,0,0,2,2,1,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Kannada_2_009-7
0,1,2,2,2,0,0,1,0,2,1,1,4,0,1,1,0,2,0,1,1,3,1,2,0,0,5,1,1,0,2,2,1,0,0,5,0,2,1,1,1,0,0,2,1,2,0,0,0,1,1,2,1,2,2,1,2,0,Kannada_2_009-6
0,0,1,0,2,0,0,0,0,2,1,3,2,1,0,2,0,5,0,0,2,0,1,1,0,2,3,2,0,0,1,2,0,0,0,7,1,2,2,1,0,2,1,0,1,0,0,0,1,2,0,0,1,1,0,2,1,2,Kannada_2_009-5
0,2,0,0,4,1,1,2,5,3,2,2,1,2,0,1,0,1,1,1,2,1,3,1,0,1,2,1,1,0,2,0,1,0,1,5,1,1,1,2,1,1,0,0,0,1,1,0,2,2,3,2,0,0,2,1,0,0,Kannada_2_009-4
1,2,1,2,2,2,1,2,0,1,3,3,3,1,0,0,1,1,0,0,1,0,1,0,1,2,3,1,2,0,3,2,1,0,0,5,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,2,0,2,0,2,Kannada_2_009-3
1,0,0,0,4,2,0,0,0,3,1,1,0,3,0,1,0,3,0,0,4,0,0,1,0,2,1,1,0,2,3,0,2,3,0,2,1,0,0,1,1,4,0,0,0,1,0,0,0,2,0,0,0,0,0,1,1,1,Kannada_2_009-2
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kannada_2_009-1
1,1,0,0,7,4,0,0,0,1,2,1,1,1,1,1,1,6,0,2,2,2,3,2,3,2,1,0,3,0,0,0,1,1,4,5,0,0,0,2,1,2,1,1,2,1,1,0,1,0,2,0,2,1,0,0,1,1,Kannada_2_017-15
3,7,0,0,4,1,0,5,3,1,0,4,3,3,2,3,1,10,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,2,1,0,1,0,3,1,0,1,2,1,3,0,0,1,1,4,0,1,1,0,2,0,1,Kannada_3_021-6
0,2,1,2,4,1,1,2,1,3,2,0,0,1,3,4,0,8,0,1,3,3,1,3,1,2,2,0,1,1,4,0,0,1,3,5,0,0,0,2,2,3,1,1,5,1,1,0,2,2,3,0,0,0,1,1,1,2,Kannada_2_017-16
1,2,0,0,5,1,3,1,0,2,0,3,0,2,0,0,0,0,0,2,1,1,2,0,1,0,1,2,1,1,3,1,0,2,1,6,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0,2,1,0,1,0,3,0,Kannada_2_009-9
2,1,1,0,2,1,0,2,0,2,0,2,4,1,1,2,0,2,0,1,1,4,0,0,0,0,4,2,4,1,2,0,1,0,0,2,2,1,0,0,0,0,0,0,1,1,0,0,2,2,3,0,1,0,0,2,2,1,Kannada_2_009-8
1,5,2,1,2,0,2,0,0,3,3,1,1,2,1,1,0,6,0,0,1,1,5,1,0,3,2,1,4,2,1,0,1,2,4,10,1,0,1,3,1,1,2,1,1,3,0,0,0,0,0,0,1,0,2,1,2,1,Kannada_4_019-9
0,1,2,2,3,2,2,3,1,1,4,1,0,2,0,0,0,4,0,2,8,1,2,2,0,0,0,2,0,0,2,0,5,0,4,4,0,0,0,1,1,2,0,0,1,5,2,1,2,0,2,1,4,1,0,1,1,2,Kannada_4_022-18
1,3,1,4,1,3,5,0,0,0,0,1,0,1,0,1,1,5,1,3,2,1,4,2,3,1,4,0,1,0,2,1,5,4,1,3,2,0,0,1,2,1,3,1,1,4,0,3,1,1,0,1,2,0,0,3,1,0,Kannada_3_053-6
0,5,4,4,4,0,1,0,2,5,4,2,4,2,1,6,2,5,1,3,1,7,1,1,0,1,1,5,1,1,0,2,1,0,4,3,2,1,0,0,2,0,0,0,4,0,1,1,1,1,3,1,1,2,1,3,1,1,Kannada_4_003-2
1,1,2,1,1,1,2,3,1,3,1,1,4,0,0,2,1,3,0,2,3,3,1,1,0,2,3,0,0,1,1,0,5,1,2,8,1,1,3,2,1,2,0,1,0,2,0,0,5,0,0,0,0,0,1,0,0,2,Kannada_2_046-4
2,2,2,6,5,1,2,6,3,2,1,4,1,1,1,0,0,2,0,4,2,0,1,4,0,1,3,1,0,0,1,1,6,1,2,7,3,0,0,0,3,2,1,0,0,5,0,2,1,0,0,0,2,0,0,2,2,0,Kannada_2_046-5
0,1,1,2,3,0,0,0,0,4,1,2,0,0,0,1,1,4,0,2,0,0,0,0,0,1,0,2,1,0,1,0,1,0,2,3,1,1,0,2,0,0,1,0,0,4,0,0,0,0,0,2,0,0,0,1,2,0,Kannada_2_046-6
1,0,0,6,5,2,1,2,0,5,3,0,3,0,1,3,1,3,0,2,3,2,1,3,0,0,1,3,0,0,1,0,6,1,1,7,0,1,0,1,3,1,0,0,0,5,0,2,1,1,1,0,2,0,1,0,1,0,Kannada_2_046-7
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Kannada_2_046-1
0,0,2,4,2,1,2,3,1,5,2,3,2,0,0,2,0,1,0,1,3,0,3,1,1,2,2,4,0,0,3,0,1,2,1,6,0,0,0,0,4,3,0,1,0,5,0,2,0,0,0,1,0,0,1,1,1,3,Kannada_2_046-2
0,1,2,9,5,2,2,2,0,5,3,0,1,0,1,1,0,4,0,1,1,0,0,1,0,1,0,3,1,0,0,2,2,1,3,8,1,0,2,2,3,0,2,2,1,5,1,3,2,1,0,0,0,0,0,3,0,2,Kannada_2_046-3
0,0,2,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Kannada_4_024-24
1,2,2,4,0,1,3,5,0,2,0,1,4,0,1,3,0,4,0,3,1,2,2,2,0,1,4,3,0,1,1,0,3,2,5,5,3,1,0,1,3,2,0,2,0,5,0,2,1,0,0,1,0,0,1,0,0,0,Kannada_2_046-8
1,5,3,3,6,0,3,2,2,2,0,8,2,0,0,0,1,4,0,4,1,0,3,0,1,3,1,6,0,0,4,0,5,1,0,4,4,0,1,0,0,1,2,0,0,8,0,3,2,0,3,2,1,0,1,1,1,0,Kannada_2_046-9
